Lon,Lat,Depth
-8.217458777057015,41.904733270842165,0.0
-8.217457677265694,41.90482333060077,0.0
-8.21744667907652,41.90572392810763,0.0
-8.217445579230006,41.905813987850394,0.0
-8.217444479378473,41.905904047591704,0.0
-8.217443379521924,41.90599410733158,0.0
-8.217442279660355,41.90608416707002,0.0
-8.21744117979377,41.90617422680702,0.0
-8.217440079922167,41.90626428654257,0.0
-8.217438980045545,41.906354346276686,0.0
-8.217437880163905,41.906444406009356,0.0
-8.217432798595764,41.89698730478914,0.0
-8.217431699066523,41.8970773646691,0.0
-8.21743059953227,41.897167424547604,0.0
-8.217429499992997,41.89725748442469,0.0
-8.21742840044871,41.89734754430031,0.0
-8.217427300899406,41.89743760417449,0.0
-8.217426201345084,41.897527664047246,0.0
-8.21742510178575,41.897617723918565,0.0
-8.217339320700761,41.90464238944093,0.0
-8.21733822074507,41.9047324491984,0.0
-8.217337120784359,41.90482250895443,0.0
-8.217336020818632,41.90491256870902,0.0
-8.217334920847886,41.90500262846217,0.0
-8.21733382087212,41.90509268821388,0.0
-8.217332720891337,41.90518274796414,0.0
-8.217331620905536,41.90527280771297,0.0
-8.217330520914716,41.905362867460354,0.0
-8.217329420918878,41.90545292720629,0.0
-8.217328320918023,41.90554298695079,0.0
-8.217327220912146,41.90563304669385,0.0
-8.217326120901255,41.905723106435474,0.0
-8.217325020885342,41.90581316617565,0.0
-8.217323920864413,41.905903225914386,0.0
-8.217322820838463,41.905993285651675,0.0
-8.217321720807496,41.906083345387536,0.0
-8.21732062077151,41.90617340512195,0.0
-8.217319520730504,41.90626346485492,0.0
-8.217318420684482,41.90635352458646,0.0
-8.217317320633438,41.906443584316555,0.0
-8.217316220577377,41.906533644045204,0.0
-8.217315120516297,41.90662370377242,0.0
-8.217312256853392,41.8969864832408,0.0
-8.217311157154827,41.89707654311817,0.0
-8.217310057451249,41.8971666029941,0.0
-8.217308957742654,41.89725666286859,0.0
-8.21730785802904,41.897346722741645,0.0
-8.21730675831041,41.897436782613255,0.0
-8.217305658586765,41.897526842483416,0.0
-8.217304558858102,41.89761690235215,0.0
-8.21730345912442,41.89770696221943,0.0
-8.217302359385725,41.897797022085285,0.0
-8.21730125964201,41.89788708194968,0.0
-8.217300159893279,41.897977141812646,0.0
-8.217218764563222,41.904641567673195,0.0
-8.217217664438142,41.904731627428085,0.0
-8.217216564308043,41.90482168718154,0.0
-8.217215464172925,41.904911746933536,0.0
-8.217214364032788,41.90500180668412,0.0
-8.217213263887631,41.90509186643323,0.0
-8.217212163737459,41.905181926180916,0.0
-8.217211063582264,41.905271985927165,0.0
-8.217209963422052,41.90536204567197,0.0
-8.21720886325682,41.90545210541533,0.0
-8.217207763086567,41.90554216515725,0.0
-8.217206662911297,41.90563222489772,0.0
-8.217205562731007,41.90572228463676,0.0
-8.217204462545697,41.90581234437437,0.0
-8.217203362355368,41.90590240411052,0.0
-8.217202262160022,41.90599246384523,0.0
-8.217201161959654,41.90608252357851,0.0
-8.217200061754266,41.906172583310344,0.0
-8.217198961543861,41.90626264304073,0.0
-8.217197861328435,41.90635270276968,0.0
-8.217196761107989,41.9064427624972,0.0
-8.217195660882524,41.90653282222327,0.0
-8.217194560652041,41.9066228819479,0.0
-8.21719391483675,41.89680554181203,0.0
-8.217193460416539,41.90671294167108,0.0
-8.217192814978901,41.8968956016897,0.0
-8.217192360176014,41.906803001392824,0.0
-8.217191715116034,41.896985661565935,0.0
-8.217191259930472,41.906893061113124,0.0
-8.217190615248148,41.89707572144073,0.0
-8.21719015967991,41.906983120831995,0.0
-8.217189515375246,41.89716578131407,0.0
-8.217188415497326,41.89725584118599,0.0
-8.217187315614389,41.89734590105645,0.0
-8.217186215726434,41.89743596092548,0.0
-8.21718511583346,41.897526020793066,0.0
-8.217184015935471,41.89761608065922,0.0
-8.217182916032463,41.897706140523916,0.0
-8.217181816124437,41.897796200387184,0.0
-8.217180716211395,41.89788626024901,0.0
-8.217179616293334,41.897976320109386,0.0
-8.217178516370256,41.89806637996833,0.0
