"AREA_HA","CODIGO_VER","COD_DPTO","DESCRIPCIO","DPTOMPIO","FUENTE","NOMBRE_VER","NOMB_MPIO","NOM_DEP","OBJECTID","OBSERVACIO","SEUDONIMOS","VIGENCIA","cat","MOD2015A","MOD2015B","MOD2016A","MOD2016B","MOD2017A","MOD2017B","MOD2018A"
975.41233905,27787015,27,"NULL",27787,"DESCONOCIDA","PROFUNDÓ","TADÓ","CHOCÓ",13,"",1,"INDF",11,19.9610947314295,16.0814407151353,18.3678415996807,21.4569750962744,21.4206698742109,19.4256753269417,20.6252502094691
13634.1567249,27800002,27,"CON CENTRO POBLADO",27800,"POT","GILGAL","UNGUÍA","CHOCÓ",9,"",1,"INDF",7,25.7556796799666,25.4135224246824,25.7862492636013,25.0331125268266,24.7502125693762,25.0835157289704,25.198794011742
855.845392083,73030001,73,"Null",73030,"CATASTRO IGAC","BELTRANCITO","AMBALEMA","TOLIMA",9930,"",1,"2000",9798,29.0487110322619,31.9053422632241,30.4823247745008,28.2477335168541,28.2042544871598,27.598251860436,27.4132085931767
6929.28861835,73349001,73,"Null",73349,"CATASTRO IGAC","BREMEN","HONDA","TOLIMA",9231,"",1,"2002",9099,29.0487110322619,31.9053422632241,30.4823247745008,28.2477335168541,28.2042544871598,27.598251860436,27.4132085931767
968.92980122,73461007,73,"Null",73461,"DESCONOCIDA","EL BOSQUE","MURILLO","TOLIMA",9034,"",1,"2003",8902,11.2474913287419,12.1705125615651,12.1058031959612,9.53070744098411,9.82654965770409,10.2800621030319,11.3231337884718
476.270297999,73686009,73,"Null",73686,"CATASTRO IGAC","LA ESMERALDA","SANTA ISABEL","TOLIMA",8507,"",1,"2005",8378,13.2978107410217,13.3841131683731,13.9481365143854,11.4712347671988,11.7790146085589,12.0670778271544,12.7823184550333
428.276560805,73861029,73,"Null",73861,"EOT","VENADILLO","VENADILLO","TOLIMA",8445,"",1,"2005",8316,27.2167042844774,29.4106142172866,28.6245347796523,27.1892261366356,26.5316439351797,25.9965784330012,26.5744378835104
821.63537223,73001064,73,"CON CENTRO POBLADO",73001,"POT 2010","LA CUEVA","IBAGUÉ","TOLIMA",8310,"",1,"2006",8181,18.3265349536648,19.1438169522489,18.6986348561125,17.6627358723244,17.3386244654307,17.5676081458936,17.3131630797631
723.753869258,73226004,73,"Null",73226,"CATASTRO IGAC","ALTO TORRES","CUNDAY","TOLIMA",9472,"",1,"2006",9340,24.8071149887389,26.7623186761041,25.9025101563162,24.2893990375095,23.5281095565478,23.64779842459,23.8413929532052
1680.90836601,73026017,73,"CON CENTRO POBLADO",73026,"EOT","LA TEBAIDA","ALVARADO","TOLIMA",9935,"",1,"2009",9803,26.9214768070059,29.0450533733415,28.1612652896612,26.5477934838827,26.2145178972431,25.8244241189336,26.063102674326
1700.62283785,73408008,73,"Null",73408,"EOT LERIDA","EL CENSO","LÉRIDA","TOLIMA",9188,"",1,"2009",9056,26.9281679012394,29.9002727337798,28.534458626742,26.6740140184657,26.4059727970624,26.0017839879447,26.9827711125558
349.991962941,73443033,73,"Null",73443,"POT","SAN DIEGO ALTO","SAN SEBASTIÁN DE MARIQUITA","TOLIMA",9086,"",1,"2009",8954,25.3000256972517,27.9227237374839,26.1728110027355,26.9268484961713,24.2628862245836,24.8236129626766,26.014715634715
4924.52187663,73024021,73,"Null",73024,"POT","VEGA DEL GRAMAL","ALPUJARRA","TOLIMA",9961,"",1,"2010",9829,25.3586949230957,28.1738060206976,27.1635588409234,24.7953896141892,23.2896205873029,24.6956886737644,24.2073469611834
1154.90725351,73043030,73,"Null",73043,"WEB,POT","SAN ANTONIO","ANZOÁTEGUI","TOLIMA",9894,"",1,"2010",9762,13.7873257370648,13.8007046129435,13.5996744509765,11.8411298910614,12.4198798590215,12.5662606736343,13.002022749614
9291.70464266,73152019,73,"Null",73152,"POT CASABIANCA","POTREROS","CASABIANCA","TOLIMA",9730,"",1,"2010",9598,14.8281311220134,16.4482305379386,15.0137986511925,14.0066637353807,13.7593269061666,13.8090402732566,14.6280189920282
1480.53042199,73168050,73,"Null",73168,"POT","HATO VIEJO","CHAPARRAL","TOLIMA",9586,"",1,"2010",9454,18.5227226232483,20.2995751647351,18.8364161276388,18.4839361085008,17.5113871663283,18.2950665085578,17.886733485562
280.171080128,73200016,73,"Null",73200,"POT","SANTA BARBARA","COELLO","TOLIMA",9572,"",1,"2010",9440,27.9217905315165,30.0242730435275,29.5314664138348,27.1587312937232,26.8369856076456,26.1017530304522,26.1796213542143
2883.78875204,73217025,73,"Null",73217,"PBOT COYAIMA","GUADALITO","COYAIMA","TOLIMA",9523,"",1,"2010",9391,28.5943758915911,32.2096804414387,30.9536955919827,29.5935599977899,26.8009865478797,28.5159417026987,27.413447418515
5400.21880973,73236013,73,"Null",73236,"POT","LA CAJA","DOLORES","TOLIMA",9439,"",1,"2010",9307,21.6761961895729,24.0833447699348,23.1748972555396,20.832464193953,20.5533597020046,21.4932509327983,20.8884238624268
353.304713766,73268007,73,"Null",73268,"PBOT ESPINAL","COYARCO","ESPINAL","TOLIMA",9412,"",1,"2010",9280,27.9081165251332,30.4124172559784,30.155590211556,28.4033605749144,28.1026271277853,27.5101035492648,27.9922970301735
1005.05202587,73275003,73,"Null",73275,"POT","EL PARAISO","FLANDES","TOLIMA",9378,"",1,"2010",9246,29.7947745702555,31.4323801969762,31.5295314326227,28.3993253982069,28.8642548484726,28.4530639854078,28.5488256530793
269.452085128,73283049,73,"Null",73283,"POT","LA PICOTA","FRESNO","TOLIMA",9309,"",1,"2010",9177,21.6463256360129,22.9536260370246,21.7867867259585,22.4057888120658,20.3394550657814,21.2070586914712,22.6298312705854
918.026832766,73319018,73,"Null",73319,"POT","GUAMAL","GUAMO","TOLIMA",9268,"",1,"2010",9136,28.6728673460474,31.9855919042313,30.8143536251037,29.8789512942981,27.7574491580415,28.1006836503782,27.6959156126622
474.036093331,73347004,73,"Null",73347,"POT","CURUBITAL","HERVEO","TOLIMA",9237,"",1,"2010",9105,13.6698684408399,14.6734329486235,13.6533650118804,11.6568606386063,11.9591350743866,12.0162949354136,12.3295924861462
927.579576533,73411015,73,"Null",73411,"POT","EL DIAMANTE","LÍBANO","TOLIMA",9116,"",1,"2010",8984,20.8157561896651,22.1370278119603,20.4764269573804,19.6749538522295,19.6394473404497,19.8400169687034,20.4658581596345
457.636287186,73449014,73,"Null",73449,"PBOT MELGAR","INALÍ","MELGAR","TOLIMA",9061,"",1,"2010",8929,26.5941955834113,28.7596212214384,27.544623678408,26.0870466349606,25.2881691343073,25.4258156762149,25.5011896979958
250.629873204,73520023,73,"Null",73520,"POT","POMPONA","PALOCABILDO","TOLIMA",8985,"",1,"2010",8853,22.1507838317702,23.3675164986615,22.2629207161594,23.1874994562402,21.192084086192,21.4566276893453,22.8921526934712
5938.16519166,73547002,73,"Null",73547,"POT","CAMPOALEGRE","PIEDRAS","TOLIMA",8972,"",1,"2010",8840,28.236840888052,30.9001520462914,30.3816593462459,27.9778549642935,28.2058026900652,26.8091041392762,27.2081794545045
2800.9391708,73555054,73,"Null",73555,"POT","LOS GUAYABOS","PLANADAS","TOLIMA",8893,"",1,"2010",8764,13.1791779491486,13.2105082415415,13.7947359116156,11.387102375165,12.13733443216,12.9636852477998,12.0365046064788
1130.0791771,73563020,73,"Null",73563,"POT","MALTA","PRADO","TOLIMA",8865,"",1,"2010",8736,26.2474689004022,29.2188713745149,27.742264468475,25.9684987907716,24.9047461540281,26.0143505480338,24.434780811581
108.595796337,73616009,73,"SE SOBREPONE TOTALMENTE CON BARBACOAS",73616,"POT","ANGELES","RIOBLANCO","TOLIMA",8731,"",1,"2010",8602,12.7627709757439,12.87617681954,13.3706196324546,11.4333964938959,11.7286476870688,12.4479687275168,12.1502875990983
400.739492146,73622023,73,"Null",73622,"POT","SAN PABLO","RONCESVALLES","TOLIMA",8701,"",1,"2010",8572,11.3364370663538,12.0992404369463,11.8656501136947,10.8049782007544,11.1967863011038,11.2077308935757,10.3219841918737
254.397377051,73624009,73,"Null",73624,"POT","CALICHOSA","ROVIRA","TOLIMA",8621,"",1,"2010",8492,18.8753591549041,20.2228256152641,19.1793928490375,18.3107255995484,17.6984527216963,18.1737529163303,17.7992798972548
476.164004449,73678026,73,"Null",73678,"POT SAN LUIS","MALNOMBRE","SAN LUIS","TOLIMA",8527,"",1,"2010",8398,27.4034054897605,30.1136049407772,28.9875974079302,28.6759500115007,26.3212469863461,26.5508706565528,26.2094966350463
881.843443949,73770011,73,"Null",73770,"EOT SUÁREZ","LAS MESAS","SUÁREZ","TOLIMA",8490,"",1,"2010",8361,27.5827497389513,30.6616576534867,28.757542047218,26.8488257728613,26.2570762840281,26.0079706070488,25.9219867577232
676.215863226,73854016,73,"Null",73854,"EOT VALLE DE SAN JUAN","TASAJERAS","VALLE DE SAN JUAN","TOLIMA",8472,"",1,"2010",8343,25.605223489168,28.3541247264188,26.867077112995,26.802911813223,24.5148049583615,24.8571017717118,24.502188978502
648.396311157,73675024,73,"Null",73675,"POT SAN ANTONIO","LAS JUNTAS","SAN ANTONIO","TOLIMA",8566,"",1,"2011",8437,17.0783701164587,18.6643420562564,17.2752607300202,16.4160580842157,16.1333163278856,16.7352801363953,15.7144862508375
4020.19734908,73124013,73,"Null",73124,"EOT","EL OSO","CAJAMARCA","TOLIMA",9763,"",1,"2012",9631,12.6449706488184,13.1509206963637,12.9885806845511,12.063778480971,11.4855879615046,12.1839440872616,11.4437804390518
403.105510322,73270022,73,"Null",73270,"MPIO FALAN","PARAISO","FALAN","TOLIMA",9383,"",1,"2012",9251,24.5800241810112,26.8523426994521,25.1697230668597,25.6567695277101,23.511204045941,23.782635142127,24.3633332201032
1247.63429544,73352020,73,"CON CENTRO POBLADO",73352,"POT","MUNDO NUEVO","ICONONZO","TOLIMA",9205,"",1,"2012",9073,21.5513988069075,23.0919277045103,22.1970004939117,20.3382084606595,20.6860913386592,20.3468051359132,21.1937611401307
301.043565024,73671012,73,"Null",73671,"POT","PUEBLO NUEVO","SALDAÑA","TOLIMA",8613,"",1,"2012",8484,29.6270301293784,31.9083883468955,32.1697411796919,30.1814231208782,28.2625052872406,28.6423251960851,29.1567031021816
549.983383472,73873003,73,"Null",73873,"POT","ALTO PUERTO LLERAS","VILLARRICA","TOLIMA",8413,"",1,"2012",8284,18.3695264813103,19.8783068532752,18.9552286632495,17.1609839932469,17.1475510639671,17.5266814476964,18.6318279380139
7313.32988591,73055036,73,"Null",73055,"POT 2012","SAN JOSE","ARMERO","TOLIMA",10154,"",1,"2017",10022,28.408670249307,31.8905183276023,29.6351298872234,29.1720141768681,27.3439002703858,27.0339949739658,28.1346974908709
903.762991387,73504042,73,"Null",73504,"POT 2012","LA CALERA","ORTEGA","TOLIMA",10031,"",1,"2017",9899,25.2685086320598,27.826554434623,26.1440101249757,26.2056759118443,23.7180540100269,24.5531179155795,24.3490201016249
1789.75073957,73870017,73,"Null",73870,"EOT 2014","BETULIA","VILLAHERMOSA","TOLIMA",9990,"",1,"2017",9858,15.2127457867612,16.5350391990551,15.1985632014775,14.0378466660553,13.6812988678251,13.9976217142363,14.5555755345627
367.271351771,73067069,73,"Null",73067,"ARD","EL PORVENIR","ATACO","TOLIMA",9796,"",1,"INDF",9664,23.3832887077324,26.8064506851479,24.135119601137,25.1630346130293,22.1091384008395,23.7711702299128,23.1079926748242
1791.02179703,73148002,73,"Null",73148,"ESRI","CAPOTE","CARMEN DE APICALÁ","TOLIMA",9754,"",1,"INDF",9622,27.2543699126314,30.415152435113,28.6155882251634,27.1304964847303,26.3308769809183,25.8601253544728,26.0896598033233
1355.29662371,73483010,73,"CON CENTRO POBLADO",73483,"POT","LA PALMITA","NATAGAIMA","TOLIMA",9008,"",1,"INDF",8876,27.3072607821324,31.6851479199071,29.0070063099045,27.8705795884498,25.1449277731591,27.6770180107687,25.7802836020532
628.700712081,73585017,73,"Null",73585,"ESRI","COYA","PURIFICACIÓN","TOLIMA",8824,"",1,"INDF",8695,26.9442321636781,29.4717247179078,28.3613893568024,26.1806258781184,25.578983337975,26.2154415396059,25.1638186290918
593.637813413,15293002,15,"NULL",15293,"CATASTRO IGAC","GACHANTIVA VIEJO","GACHANTIVÁ","BOYACÁ",2551,"",1,"1995",2500,17.1685468885268,18.5013210549572,19.621790778268,15.615574227415,16.5156270587137,16.0740266043078,16.5407908243492
3618.76236752,15599014,15,"NULL",15599,"http://www.dapboyaca.gov.co","GUAYABAL","RAMIRIQUÍ","BOYACÁ",3181,"",1,"2015",3115,13.9138340181814,13.7927916761898,16.7214600441618,12.5565380989343,14.8161523162385,12.9701330209609,13.5094721358266
923.012619864,15673012,15,"NULL",15673,"SANMATEO.IMG","PEÑUELA","SAN MATEO","BOYACÁ",3322,"",1,"1990",3255,17.1851260045854,17.3182979735348,18.5468284887068,15.5214003305009,16.6043753121307,15.4188283293848,16.9971431941661
911.057686535,15686005,15,"NULL",15686,"IGAC","SAN PEDRO","SANTANA","BOYACÁ",3369,"",1,"1995",3300,22.0575827888555,22.4449647583005,22.3373914492182,21.9773422988506,19.6563405707634,20.2495433489563,21.812298139442
434.061097325,15696002,15,"NULL",15696,"POT","BARBILLA Y MANE","SANTA SOFÍA","BOYACÁ",3415,"",1,"1995",3346,17.0166900152564,18.5655740647203,19.8531209402312,15.7341720742797,15.6432436195824,15.6105694944163,16.1154087451333
1757.04425335,15740009,15,"NULL",15740,"CATASTRO IGAC","TOCAVITA","SIACHOQUE","BOYACÁ",3441,"",1,"1997",3371,14.0640717813318,13.5631457416947,17.0324553330491,11.5038083183182,12.7042135504525,12.8071765993236,14.7336475336405
182.266698599,15764003,15,"NULL",15764,"CATASTRO IGAC","CRUZ BLANCA","SORACÁ","BOYACÁ",3580,"",1,"1997",3509,16.1161864691284,16.0421045214285,18.8026492912259,13.7252608223033,15.2622162420934,15.1386829389292,17.4906255812673
2906.22120271,15814007,15,"NULL",15814,"CATASTRO IGAC","TUANECA","TOCA","BOYACÁ",3693,"",1,"1997",3619,15.9331766123202,15.5937722266901,18.4315150737402,12.8703637589046,14.3064374867935,14.252665732968,15.4588074160847
12455.3509449,15047006,15,"NULL",15047,"CATASTRO IGAC","MOMBITA","AQUITANIA","BOYACÁ",2151,"",1,"1994",2110,13.3580617747746,12.6651974776045,14.8628396275275,11.8280344733368,12.9325870180249,12.2557073452908,12.474019252152
3921.20497303,15464001,15,"NULL",15464,"POT","DUCE","MONGUA","BOYACÁ",2812,"",1,"1994",2753,13.4505998341047,12.8118986292853,15.3749746798373,12.6638967892594,12.9539274975235,12.2851733664012,12.6973103222318
5067.6659054,15542015,15,"NULL",15542,"POT","PALMAR","PESCA","BOYACÁ",3102,"",1,"1994",3038,13.9327231947939,13.7826987358733,16.2920482918751,11.9100851093192,13.2262474799078,12.5793786002898,13.6138140206743
2616.18767205,15621007,15,"NULL",15621,"CATASTRO IGAC","RICAURTE","RONDÓN","BOYACÁ",3225,"",1,"1994",3159,13.3374428640913,12.7838956428466,15.373524337477,12.1408569395283,13.3113192742175,12.3922205523582,12.7566663354443
2139.5347325,15774005,15,"NULL",15774,"CATASTRO IGAC","HATO","SUSACÓN","BOYACÁ",3590,"",1,"1994",3519,15.8443167629989,16.2684142865521,17.382299561035,14.705312027807,14.5740312484142,13.8743441560782,14.8136671606837
912.822425871,15476003,15,"NULL",15476,"CATASTRO IGAC","SALVIAL","MOTAVITA","BOYACÁ",2857,"",1,"1998",2797,14.6278992113143,15.2331877023787,18.5408568479693,13.3408578222433,13.8257837330027,13.7246264852534,14.9018868042927
373.994397212,15491007,15,"NULL",15491,"POT","GUAQUIRA","NOBSA","BOYACÁ",2879,"",1,"1999",2819,17.0237400577503,17.7369561514473,19.6357418529683,15.8394920146586,16.1087248857212,15.5596539740584,16.4471699020872
427.659735182,15861010,15,"NULL",15861,"CATASTRO IGAC","JURPA","VENTAQUEMADA","BOYACÁ",3778,"",1,"1999",3700,13.6013472811734,12.2321188538081,15.8846235473795,11.7223881047037,13.6593174202702,12.5856603906551,12.5749298500492
850.452449478,15162002,15,"NULL",15162,"POT","COBAGOTE","CERINZA","BOYACÁ",2292,"",1,"2000",2247,13.2131108903948,13.4965010653811,15.8787513067621,12.5090235480846,13.2758522133279,12.4536101580885,12.9887609691228
188.216474023,15693009,15,"NULL",15693,"EOT","LA CHORRERA","SANTA ROSA DE VITERBO","BOYACÁ",3395,"",1,"2000",3326,13.679575049073,14.3071305591176,16.2942979698587,12.9563716164441,13.3336761873991,12.7822208870153,13.1205055293576
303.585252939,15806009,15,"NULL",15806,"EOT TIBASOSA","LA CARRERA","TIBASOSA","BOYACÁ",3662,"",1,"2000",3589,16.7703034017379,17.0489196532889,19.1427294085636,15.0510384821341,15.4276604142721,14.8735708001555,15.6424670383475
522.919706432,15131002,15,"NULL",15131,"PLAN MANEJO DE CUENCA RÍO CHIQUINQUIRA","CHIGAGUTA","CALDAS","BOYACÁ",2262,"",1,"2001",2219,14.5580173447817,16.4115571877736,17.3682598994173,13.0259209905829,13.7910645228019,13.6036531360971,13.3668569252085
880.682797794,15189002,15,"NULL",15189,"EOT","CEBADAL","CIÉNEGA","BOYACÁ",2383,"",1,"2001",2336,13.644946825036,13.0913102912495,15.8051899128926,12.4066881834306,14.4323129963357,12.8764160029395,14.1965722722186
1264.12527625,15022005,15,"NULL",15022,"POT","ROSAL","ALMEIDA","BOYACÁ",2142,"",1,"2002",2101,16.8547494731715,15.8861285529279,18.2116072887137,15.7092373305504,16.738666692609,16.1230349711408,16.0724292824007
103.318149077,15322016,15,"NULL",15322,"POT","SIRAVITA","GUATEQUE","BOYACÁ",2612,"",1,"2002",2559,20.6529651708135,18.9908615139195,21.914763480815,18.7697670392058,19.4515898299309,19.0157430075437,20.6175373733054
251.284723251,15842013,15,"NULL",15842,"POT","TAMBOR CHIQUITO","ÚMBITA","BOYACÁ",3765,"",1,"2002",3688,13.9405910437289,13.0647607036675,16.2834999444461,13.076182587817,14.9106326409238,12.901559065048,13.6246058908629
1589.2894927,15667005,15,"NULL",15667,"POT- CORPOCHIVOR","CAÑO TIGRE","SAN LUIS DE GACENO","BOYACÁ",3283,"",1,"2003",3216,24.2691412744101,24.6000229680307,25.9470357396327,23.8623733932178,24.4646633539388,23.3533686720157,25.5654536473976
1061.16279328,15518009,15,"NULL",15518,"EOT PAJARITO","MONSERRATE","PAJARITO","BOYACÁ",3024,"",1,"2004",2962,18.1410518618404,18.1740449256625,18.5981284348171,16.995450767802,17.1349638419361,17.1119044754254,17.6698283952287
1056.37131706,15218005,15,"NULL",15218,"POT","SATOVA ARRIBA","COVARACHÍA","BOYACÁ",2418,"",1,"2005",2370,24.0175927603513,24.312595636126,24.6087730853312,22.8386092368705,23.2520501549877,21.762269112925,23.410604656032
433.856585015,15664004,15,"NULL",15664,"CATASTRO IGAC","MACIEGAL","SAN JOSÉ DE PARE","BOYACÁ",3274,"",1,"2005",3208,21.3494451135034,21.6415054363164,21.9283248615609,20.8545576416273,19.2862407486816,19.820154483418,21.6037753776407
4061.35507667,15755013,15,"NULL",15755,"EOT SOCOTÁ","EL OSO","SOCOTÁ","BOYACÁ",3458,"",1,"2005",3388,12.8133479228525,12.7402326678525,15.0888179801786,12.6530108814427,12.9061611420036,12.208144290253,12.036449375625
1096.61347418,15106005,15,"NULL",15106,"CATASTRO IGAC","EL DIAMANTE","BRICEÑO","BOYACÁ",2222,"",1,"2006",2179,18.7474188058683,20.0949189653207,19.0551724024731,17.8803519946588,17.4033020830063,17.8253237563495,18.127049012111
551.234257855,15176013,15,"NULL",15176,"CONTEXTO","SUCRE ORIENTAL","CHIQUINQUIRÁ","BOYACÁ",2317,"",1,"2006",2272,14.4874022704795,16.1829286864896,17.6682540067495,13.1814895402323,14.2993681474587,14.1105658157294,13.7317231835576
931.773361507,15638004,15,"NULL",15638,"CATASTRO IGAC","QUEBRADA ARRIBA","SÁCHICA","BOYACÁ",3249,"",1,"2006",3183,18.5161176389026,20.1362183347923,21.424243770909,18.8677873773354,18.5761794413248,18.7354521771416,17.92788475102
663.879285159,15762006,15,"NULL",15762,"EOT SORA","LLAMNO DE SORA","SORA","BOYACÁ",3541,"",1,"2006",3471,15.1101813550514,16.8253972582587,18.7453958708305,14.2934585303669,15.0691230917121,14.8936168659524,15.3105350324093
699.859155605,15507019,15,"NULL",15507,"POT 2009","LA FLORIDA","OTANCHE","BOYACÁ",2910,"",1,"2007",2849,23.1459337086488,24.4158677459227,23.8121359349466,23.9862767933617,22.4483202967961,22.8815699225403,23.5123272208094
2561.11952078,15660004,15,"NULL",15660,"POT","LIBERTAD","SAN EDUARDO","BOYACÁ",3267,"",1,"2007",3201,16.1462857466704,16.4694692289784,18.2306889235634,15.7064743182473,15.9076230838055,15.7704387214394,16.1095211343341
576.561815306,15808008,15,"NULL",15808,"CATASTRO IGAC","SANTA BÁRBARA","TINJACÁ","BOYACÁ",3676,"",1,"2007",3603,16.8948862593404,18.3986914525613,19.7196943781502,16.0580804830851,16.9088878413092,16.589736739457,15.5502434638809
902.750888092,15232004,15,"NULL",15232,"CATASTRO IGAC","JUAN DIAZ","CHÍQUIZA","BOYACÁ",2457,"",1,"2008",2407,13.632789818404,15.0213388295202,16.740178646212,13.143755122164,13.8476430007618,13.7000593746861,13.9125926491848
983.411532466,15646003,15,"NULL",15646,"CATASTRO IGAC","GACAL","SAMACÁ","BOYACÁ",3255,"",1,"2008",3189,13.3218783005128,13.5801361864519,16.1236462613615,12.8574977038763,13.5393394924196,12.9086842043455,13.219842506792
1855.38766524,15757007,15,"NULL",15757,"CATASTRO IGAC","LA LAJA","SOCHA","BOYACÁ",3495,"",1,"2008",3425,14.2769636426215,13.6807028750752,16.2551044191561,13.3147335885876,13.7491377925249,12.8581085582802,12.8353831779314
488.202879186,15810001,15,"NULL",15810,"POT 2008","CAÑABRAVO","TIPACOQUE","BOYACÁ",3686,"",1,"2008",3612,21.1055034786508,21.6264502506848,22.1844884029358,19.5379350614917,20.1513682940721,18.372926629114,20.1004638306464
498.837610913,15087000,15,"NULL",15087,"POT BELÉN","DONACION","BELÉN","BOYACÁ",2174,"",1,"2009",2133,13.878740769176,14.3191351271612,16.3941519032167,13.2162059487076,13.3659304551805,13.2453103442062,13.4767877054032
784.865416735,15104002,15,"NULL",15104,"EOT","HUERTA GRANDE SECTOR 1","BOYACÁ","BOYACÁ",2211,"",1,"2009",2169,15.7981441270216,15.1393473733225,18.2272587353712,13.0651961393164,15.8795118000196,14.089086592864,15.5167135519121
554.359165781,15114001,15,"NULL",15114,"POT","EL TOBO","BUSBANZÁ","BOYACÁ",2258,"",1,"2009",2215,17.2041021910377,17.3811077391478,19.8850681937006,15.8232748683959,15.2254046100761,15.803160154211,17.024998304237
836.648974359,15180004,15,"NULL",15180,"EOT_CHISCAS","LLANO DE TABACOS","CHISCAS","BOYACÁ",2334,"",1,"2009",2289,10.6531386215939,9.96009533803817,13.5229898588585,10.0438877188066,11.3460742642425,10.5654155024483,10.7263078343546
5121.70042206,15244006,15,"NULL",15244,"EOT EL COCUY","PRIMAVERA","EL COCUY","BOYACÁ",2502,"",1,"2009",2452,12.2752023810538,11.5241768248325,13.8615764893484,10.2302965390362,11.4996627746082,10.3303675696733,11.587650693002
705.744407602,15248001,15,"NULL",15248,"ALCALDIA MUNICIPAL","LA LAGUNA","EL ESPINO","BOYACÁ",2512,"",1,"2009",2462,16.5228914145981,16.5915397952664,18.2761954904842,14.3754673096146,15.493400634921,14.6020779158544,15.7278963384745
2261.80074191,15296005,15,"NULL",15296,"ALCALDIA MUNICIPAL","ZASA","GÁMEZA","BOYACÁ",2568,"",1,"2009",2516,13.3380210060536,12.1251879014717,15.2666636859803,12.235728396465,12.3524416835653,12.0028404845701,12.8740643280855
586.692970376,15407007,15,"NULL",15407,"POT","RITOQUE","VILLA DE LEYVA","BOYACÁ",2751,"",1,"2009",2694,16.8057671272244,18.6571865114629,19.667506051043,16.4307990371915,16.996447389464,16.7323874081261,16.4737239624886
3927.47030655,15455021,15,"NULL",15455,"ALCALDIA MUNICIPAL","TUNJITA","MIRAFLORES","BOYACÁ",2790,"",1,"2009",2731,16.9159864147165,16.6775713634012,18.3211745592753,15.7631299403755,16.3959727210484,15.7734190236909,16.0169829102882
517.745807641,15469027,15,"NULL",15469,"POT","TIERRA DE GOMEZ","MONIQUIRÁ","BOYACÁ",2827,"",1,"2009",2768,18.8575790373527,19.4520475122311,20.3229830474788,17.8231581145638,17.9229841176706,17.6738279093278,18.6429863839272
693.851097081,15522003,15,"NULL",15522,"CATASTRO IGAC","FRANCO","PANQUEBA","BOYACÁ",3038,"",1,"2009",2975,16.2486806081915,16.4810030513164,18.0329437442857,14.7673421773665,15.6734769038978,14.6405102665449,15.6295782347976
584.381045522,15537001,15,"NULL",15537,"CATASTRO IGAC","CARICHANA","PAZ DE RÍO","BOYACÁ",3092,"",1,"2009",3028,15.3641113402131,15.7220236424107,17.3804882549137,14.8000557147166,14.7507807017015,14.0367345770382,14.457376118525
469.993437538,15763013,15,"NULL",15763,"CATASTRO IGAC","CORTADERA CHIQUITA","SOTAQUIRÁ","BOYACÁ",3550,"",1,"2009",3480,13.4982676156059,14.196818244875,16.0707120097289,12.2928138399545,13.5827926401813,12.7946584756667,13.2935095374419
484.985630079,15778002,15,"NULL",15778,"EOT","GAQUE","SUTATENZA","BOYACÁ",3607,"",1,"2009",3534,20.3970443990913,18.7954389408238,21.605957076569,18.7677109791242,19.1702934721055,18.8286451213351,20.1082849218264
1376.40692985,15238010,15,"CON CENTRO POBLADO",15238,"POT 2010","SAN LORENZO DE ABAJO","DUITAMA","BOYACÁ",2483,"",1,"2010",2433,20.3970443990913,18.7954389408238,21.605957076569,18.7677109791242,19.1702934721055,18.8286451213351,20.1082849218264
1870.90627984,15500001,15,"NULL",15500,"CATASTRO IGAC","FORANTIVA","OICATÁ","BOYACÁ",2907,"",1,"2010",2846,16.9919587034973,17.8478607276628,20.853259229195,15.0112400419726,15.5412217752251,16.0510038160479,16.9007650972809
255.594633151,15514023,15,"NULL",15514,"CATASTRO IGAC","SALITRE","PÁEZ","BOYACÁ",2956,"",1,"2010",2894,19.9565084520332,20.0504628284492,21.6679179556129,19.9531560246372,19.570300713375,19.7581387776507,20.4707244941676
10597.6757224,15572006,15,"NULL",15572,"CATASTRO IGAC","LAS PAVAS","PUERTO BOYACÁ","BOYACÁ",3137,"",1,"2010",3072,26.0654005643661,28.1763375589367,26.7834664841523,26.6710270056493,25.5657840543937,25.7813896420716,27.0247980918484
377.89629086,15804019,15,"NULL",15804,"POT","SAN JOSE","TIBANÁ","BOYACÁ",3633,"",1,"2010",3560,15.8612004892438,14.8863349016424,18.3741603099569,14.5715895018822,16.8673742877627,15.0172298043325,16.0547634251699
2225.4850083,15051006,15,"NULL",15051,"POT 2011","QUIRBAQUIRÁ","ARCABUCO","BOYACÁ",2166,"",1,"2011",2125,13.5112910894273,15.028991063393,15.8157129481699,12.979712305037,13.8867035762695,12.9396192235774,13.526011267062
1094.66222318,15090000,15,"NULL",15090,"EOT","BATATAL","BERBEO","BOYACÁ",2182,"",1,"2011",2141,19.0077957174527,18.7181328074645,20.8809600073552,18.2766076551813,18.642108907725,18.7504235706162,19.3757965069419
359.951688473,15172000,15,"NULL",15172,"POT","CENTRO ABAJO","CHINAVITA","BOYACÁ",2303,"",1,"2011",2258,15.6741447290744,14.8372550054474,17.6412236485582,14.9783492966577,16.3716121808294,14.8982365905597,15.5529256504621
2674.1765713,15185012,15,"NULL",15185,"DESCONOCIDA","SANTO DOMINGO","CHITARAQUE","BOYACÁ",2365,"",1,"2011",2319,18.8710759497095,19.6980218669779,19.2745779735273,17.9337939853912,17.0034808297995,17.4762648128859,17.8316291945973
