"AREA_HA","CODIGO_VER","COD_DPTO","DESCRIPCIO","DPTOMPIO","FUENTE","NOMBRE_VER","NOMB_MPIO","NOM_DEP","OBJECTID","OBSERVACIO","SEUDONIMOS","VIGENCIA","cat","MOD2015A","MOD2015B","MOD2016A","MOD2016B","MOD2017A","MOD2017B","MOD2018A"
1498.20896756,50001041,50,"NULL",50001,"POT","RIO NEGRITO","VILLAVICENCIO","META",16751,"",1,"2009",16552,25.7618087342461,25.6965494608081,26.951205607816,24.8490628509977,25.1786480197804,25.0327615047349,25.4994399587003
1088.55771671,50006029,50,"NULL",50006,"EOT_ACACIAS","MONTEBELLO","ACACÍAS","META",16808,"",1,"2009",16607,22.3761056543603,22.3456653751145,22.7475116192769,21.9976606996075,21.7228702951348,21.5654353991304,22.3039418235642
9661.02402412,50150002,50,"NULL",50150,"POT","ARENALES","CASTILLA LA NUEVA","META",16870,"",1,"2009",16669,26.925452317483,26.5784859923613,27.2998279062198,26.1329203528786,25.8944524828281,25.8530389118278,26.6790107167831
1912.70095019,50226009,50,"NULL",50226,"EOT","INSPECCION VARSOVIA","CUMARAL","META",16908,"",1,"2009",16707,26.8886236434623,26.7151573996769,28.4637288485509,25.8002265657539,26.2205328893329,26.1902827805011,27.9088008475531
446.913642608,50251015,50,"NULL",50251,"ALCALDIA MUNICIPAL","CARMEN UNO","EL CASTILLO","META",16935,"",1,"2009",16733,23.5608094654409,22.4001003289092,23.6004015802706,21.7516674046576,22.3572421706719,22.001647533857,23.3864583625667
1392.50716359,50270012,50,"CON CENTRO POBLADO",50270,"EOT","PUEBLO SANCHEZ","EL DORADO","META",16976,"",1,"2009",16774,24.9642751865716,24.1865337837304,24.9311147488102,22.2672965757622,23.2648663377339,23.822323958173,25.5841347735601
1758.28229123,50287025,50,"CON CENTRO POBLADO",50287,"EOT","URICACHA","FUENTEDEORO","META",16994,"",1,"2009",16792,26.8974428737149,27.1400679652512,27.1419113073998,25.9061177888909,26.0843550959074,25.9827968143905,27.6463239046749
682.661366492,50318008,50,"CON CENTRO POBLADO",50318,"POT 2016","HUMEDEA","GUAMAL","META",17032,"",1,"2009",16830,16.0266358526706,15.1221411476796,17.104958841488,15.1353242852611,15.000340366053,15.5715922411568,16.2307154270064
2601.12976404,50325003,50,"NULL",50325,"POT_2011","CACHIVERA","MAPIRIPÁN","META",17050,"",1,"2009",16846,26.8933429793882,26.6035816074981,27.9667550352785,25.90298313938,26.4059555760392,26.0990529320199,27.1242762871278
35865.9893965,50350056,50,"NULL",50350,"POT","EL TRIUNFO I","LA MACARENA","META",17161,"",1,"2009",16957,25.797330078765,26.033061059417,27.5254821517949,25.6650058422076,25.5097608645044,25.3336832411965,26.8291179633548
27126.8953908,50370004,50,"NULL",50370,"POT","BRISAS DEL GUAYABERO","URIBE","META",17301,"",1,"2009",17097,20.3752934119441,20.9957820339277,21.8147695497107,20.2486735947227,19.9075495166484,20.266686696392,20.9473159683174
