CÓD. DEP.,DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,GRUPO DE CULTIVO,SUBGRUPO DE CULTIVO,CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,CÓDIGO CULTIVO,NOMBRE CIENTIFICO,PERIODO,Área Sembrada(ha),Área Cosechada(ha),Producción(t),Rendimiento(t/ha),ESTADO FISICO PRODUCCION
5,ANTIOQUIA,5579,PUERTO BERRIO,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,150,150,4200,28,GRANO SECO
5,ANTIOQUIA,5400,LA UNION,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,23,22,726,33,GRANO SECO
20,CESAR,20250,EL PASO,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,320,74,222,3,GRANO SECO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,35,0,0,0,GRANO SECO
20,CESAR,20310,GONZALEZ,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,31,0,0,0,GRANO SECO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,0,25,750,30,GRANO SECO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,0,300,9000,30,GRANO SECO
25,CUNDINAMARCA,25183,CHOCONTA,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,362,0,0,0,GRANO SECO
25,CUNDINAMARCA,25530,PARATEBUENO,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,200,180,5220,29,GRANO SECO
25,CUNDINAMARCA,25483,NARIÑO,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,100,100,4000,40,GRANO SECO
25,CUNDINAMARCA,25612,RICAURTE,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,60,55,1100,20,GRANO SECO
25,CUNDINAMARCA,25307,GIRARDOT,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,40,30,600,20,GRANO SECO
25,CUNDINAMARCA,25001,AGUA DE DIOS,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,39,37,740,20,GRANO SECO
50,META,50318,GUAMAL,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,45,45,1575,35,GRANO SECO
50,META,50226,CUMARAL,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,0,90,180,2,GRANO SECO
68,SANTANDER,68152,CARCASI,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,8,0,0,0,GRANO SECO
73,TOLIMA,73055,ARMERO (GUAYABAL),CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,150,150,4500,30,GRANO SECO
73,TOLIMA,73854,VALLE DE SAN JUAN,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,37,0,0,0,GRANO SECO
73,TOLIMA,73349,HONDA,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,12,23,161,7,GRANO SECO
73,TOLIMA,73443,MARIQUITA,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,5,40,1200,30,GRANO SECO
76,VALLE DEL CAUCA,76100,BOLIVAR,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,20,14,336,24,GRANO SECO
76,VALLE DEL CAUCA,76275,FLORIDA,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,18,28,1120,40,GRANO SECO
76,VALLE DEL CAUCA,76845,ULLOA,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,16,12,84,7,GRANO SECO
76,VALLE DEL CAUCA,76041,ANSERMANUEVO,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,16,12,480,40,GRANO SECO
76,VALLE DEL CAUCA,76020,ALCALA,CEREALES,MAIZ FORRAJERO,MAIZ FORRAJERO,MAIZ FORRAJERO,1060101,ZEA MAYS,2018A,8,8,338,45,GRANO SECO
8,ATLANTICO,8832,TUBARA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,398,390,798,2,GRANO SECO
8,ATLANTICO,8137,CAMPO DE LA CRUZ,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,371,200,400,2,GRANO SECO
8,ATLANTICO,8675,SANTA LUCIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,120,80,339,4.2,GRANO SECO
8,ATLANTICO,8296,GALAPA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,62,0,0,0,GRANO SECO
8,ATLANTICO,8606,REPELON,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,60,41,116,2.8,GRANO SECO
8,ATLANTICO,8634,SABANAGRANDE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,46,0,0,0,GRANO SECO
8,ATLANTICO,8520,PALMAR DE VARELA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,40,10,38,3.8,GRANO SECO
8,ATLANTICO,8758,SOLEDAD,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,20,6,7,1.1,GRANO SECO
13,BOLIVAR,13442,MARIA LA BAJA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,1000,1000,4000,4,GRANO SECO
15,BOYACA,15810,TIPACOQUE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,200,0,0,0,GRANO SECO
15,BOYACA,15673,SAN MATEO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,135,135,270,2,GRANO SECO
15,BOYACA,15660,SAN EDUARDO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,12,10,16,1.6,GRANO SECO
15,BOYACA,15804,TIBANA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,0,80,160,2,GRANO SECO
17,CALDAS,17088,BELALCAZAR,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,50,35,116,3.4,GRANO SECO
17,CALDAS,17877,VITERBO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,34,5,32,6.4,GRANO SECO
17,CALDAS,17001,MANIZALES,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,31,15,64,4.2,GRANO SECO
17,CALDAS,17616,RISARALDA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,25,12,61,5.1,GRANO SECO
17,CALDAS,17665,SAN JOSE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,20,5,14,2.8,GRANO SECO
17,CALDAS,17388,LA MERCED,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,20,25,70,2.8,GRANO SECO
17,CALDAS,17042,ANSERMA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,14,14,59,4.2,GRANO SECO
17,CALDAS,17380,LA DORADA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,10,25,169,6.8,GRANO SECO
18,CAQUETA,18592,PUERTO RICO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,81,0,0,0,GRANO SECO
85,CASANARE,85263,PORE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,150,77,308,4,GRANO SECO
85,CASANARE,85001,YOPAL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,134,172,430,2.5,GRANO SECO
85,CASANARE,85410,TAURAMENA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,60,47,199,4.2,GRANO SECO
85,CASANARE,85162,MONTERREY,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,50,27,81,3,GRANO SECO
85,CASANARE,85400,TAMARA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,30,5,10,2,GRANO SECO
85,CASANARE,85250,PAZ DE ARIPORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,25,9,39,4.3,GRANO SECO
19,CAUCA,19256,EL TAMBO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,500,450,1350,3,GRANO SECO
19,CAUCA,19698,SANTANDER DE QUILICHAO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,67,64,197,3.1,GRANO SECO
19,CAUCA,19532,PATIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,65,120,610,5.1,GRANO SECO
19,CAUCA,19473,MORALES,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,30,30,60,2,GRANO SECO
19,CAUCA,19548,PIENDAMO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,26,0,0,0,GRANO SECO
19,CAUCA,19355,INZA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,20,19,23,1.2,GRANO SECO
19,CAUCA,19845,VILLA RICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,20,19,97,5.1,GRANO SECO
19,CAUCA,19212,CORINTO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,12,0,0,0,GRANO SECO
19,CAUCA,19573,PUERTO TEJADA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,10,41,208,5.1,GRANO SECO
19,CAUCA,19513,PADILLA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,8,10,40,4,GRANO SECO
19,CAUCA,19100,BOLIVAR,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,0,18,72,4,GRANO SECO
19,CAUCA,19455,MIRANDA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,0,48,192,4,GRANO SECO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,900,870,3480,4,GRANO SECO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,500,380,988,2.6,GRANO SECO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,408,163,489,3,GRANO SECO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,300,80,240,3,GRANO SECO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,271,162,486,3,GRANO SECO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,250,242,726,3,GRANO SECO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,250,660,2310,3.5,GRANO SECO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,201,46,138,3,GRANO SECO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,200,184,460,2.5,GRANO SECO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,80,0,0,0,GRANO SECO
27,CHOCO,27800,UNGUIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,250,250,400,1.6,GRANO SECO
23,CORDOBA,23001,MONTERIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,4742,1190,3348,2.8,GRANO SECO
23,CORDOBA,23189,CIENAGA DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,4000,750,2625,3.5,GRANO SECO
23,CORDOBA,23168,CHIMA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,2356,0,0,0,GRANO SECO
23,CORDOBA,23807,TIERRALTA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,2150,1900,3800,2,GRANO SECO
23,CORDOBA,23678,SAN CARLOS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,1400,400,1800,4.5,GRANO SECO
23,CORDOBA,23162,CERETE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,1200,850,3400,4,GRANO SECO
23,CORDOBA,23686,SAN PELAYO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,1000,930,3255,3.5,GRANO SECO
23,CORDOBA,23182,CHINU,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,800,250,1271,5.1,GRANO SECO
23,CORDOBA,23855,VALENCIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,650,700,3856,5.5,GRANO SECO
23,CORDOBA,23300,COTORRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,500,1028,4355,4.2,GRANO SECO
23,CORDOBA,23660,SAHAGUN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,455,0,0,0,GRANO SECO
23,CORDOBA,23580,PUERTO LIBERTADOR,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,300,40,112,2.8,GRANO SECO
23,CORDOBA,23090,CANALETE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,120,45,138,3.1,GRANO SECO
23,CORDOBA,23570,PUEBLO NUEVO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,60,15,60,4,GRANO SECO
23,CORDOBA,23417,LORICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,20,80,339,4.2,GRANO SECO
25,CUNDINAMARCA,25086,BELTRAN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,500,400,600,1.5,GRANO SECO
25,CUNDINAMARCA,25845,UNE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,500,290,2507,8.6,GRANO SECO
25,CUNDINAMARCA,25430,MADRID,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,310,245,1286,5.3,GRANO SECO
25,CUNDINAMARCA,25530,PARATEBUENO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,300,200,1200,6,GRANO SECO
25,CUNDINAMARCA,25473,MOSQUERA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,210,205,1076,5.3,GRANO SECO
25,CUNDINAMARCA,25269,FACATATIVA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,107,95,499,5.3,GRANO SECO
25,CUNDINAMARCA,25769,SUBACHOQUE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,87,68,428,6.3,GRANO SECO
25,CUNDINAMARCA,25214,COTA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,67,14,72,5.3,GRANO SECO
25,CUNDINAMARCA,25506,VENECIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,12,10,20,2,GRANO SECO
25,CUNDINAMARCA,25402,LA VEGA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,8,6,9,1.5,GRANO SECO
41,HUILA,41551,PITALITO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,720,615,2035,3.3,GRANO SECO
41,HUILA,41001,NEIVA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,700,500,2100,4.2,GRANO SECO
41,HUILA,41396,LA PLATA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,552,497,2237,4.5,GRANO SECO
41,HUILA,41132,CAMPOALEGRE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,500,505,2183,4.3,GRANO SECO
41,HUILA,41615,RIVERA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,445,415,1868,4.5,GRANO SECO
41,HUILA,41020,ALGECIRAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,330,295,1305,4.4,GRANO SECO
41,HUILA,41668,SAN AGUSTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,318,306,1023,3.3,GRANO SECO
41,HUILA,41359,ISNOS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,250,223,892,4,GRANO SECO
41,HUILA,41524,PALERMO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,200,125,430,3.4,GRANO SECO
41,HUILA,41799,TELLO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,170,110,480,4.4,GRANO SECO
41,HUILA,41807,TIMANA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,170,155,658,4.2,GRANO SECO
41,HUILA,41660,SALADOBLANCO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,140,150,1050,7,GRANO SECO
41,HUILA,41306,GIGANTE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,130,140,568,4.1,GRANO SECO
41,HUILA,41548,PITAL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,108,65,260,4,GRANO SECO
41,HUILA,41503,OPORAPA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,90,80,360,4.5,GRANO SECO
41,HUILA,41797,TESALIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,90,88,357,4.1,GRANO SECO
41,HUILA,41319,GUADALUPE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,83,70,460,6.6,GRANO SECO
41,HUILA,41357,IQUIRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,80,47,203,4.3,GRANO SECO
41,HUILA,41298,GARZON,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,70,400,1944,4.9,GRANO SECO
41,HUILA,41006,ACEVEDO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,68,440,2140,4.9,GRANO SECO
41,HUILA,41378,LA ARGENTINA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,58,30,120,4,GRANO SECO
41,HUILA,41518,PAICOL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,49,29,121,4.2,GRANO SECO
41,HUILA,41801,TERUEL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,40,38,152,4,GRANO SECO
41,HUILA,41026,ALTAMIRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,40,50,200,4,GRANO SECO
41,HUILA,41349,HOBO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,35,23,99,4.3,GRANO SECO
41,HUILA,41885,YAGUARA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,33,0,0,0,GRANO SECO
41,HUILA,41530,PALESTINA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,30,0,0,0,GRANO SECO
41,HUILA,41483,NATAGA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,30,10,40,4,GRANO SECO
41,HUILA,41206,COLOMBIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,30,25,88,3.5,GRANO SECO
41,HUILA,41676,SANTA MARIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,25,21,63,3,GRANO SECO
41,HUILA,41770,SUAZA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,23,80,403,5,GRANO SECO
41,HUILA,41791,TARQUI,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,22,15,60,4,GRANO SECO
41,HUILA,41244,ELIAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,20,15,60,4,GRANO SECO
41,HUILA,41016,AIPE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,20,80,332,4.2,GRANO SECO
41,HUILA,41013,AGRADO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,15,40,160,4,GRANO SECO
41,HUILA,41872,VILLAVIEJA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,5,18,67,3.7,GRANO SECO
50,META,50568,PUERTO GAITAN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,33500,21500,118432,5.5,GRANO SECO
50,META,50573,PUERTO LOPEZ,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,7280,8721,51735,5.9,GRANO SECO
50,META,50313,GRANADA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,3800,1712,8705,5.1,GRANO SECO
50,META,50287,FUENTE DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,2400,2350,11949,5.1,GRANO SECO
50,META,50001,VILLAVICENCIO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,2020,0,0,0,GRANO SECO
50,META,50577,PUERTO LLERAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,1000,200,1017,5.1,GRANO SECO
50,META,50251,EL CASTILLO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,808,0,0,0,GRANO SECO
50,META,50110,BARRANCA DE UPIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,450,400,820,2,GRANO SECO
50,META,50711,VISTA HERMOSA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,300,450,2288,5.1,GRANO SECO
50,META,50124,CABUYARO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,284,0,0,0,GRANO SECO
50,META,50683,SAN JUAN DE ARAMA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,200,200,1017,5.1,GRANO SECO
50,META,50450,PUERTO CONCORDIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,150,0,0,0,GRANO SECO
50,META,50150,CASTILLA LA NUEVA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,87,0,0,0,GRANO SECO
50,META,50270,EL DORADO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,60,20,119,5.9,GRANO SECO
50,META,50590,PUERTO RICO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,51,0,0,0,GRANO SECO
50,META,50689,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,35,35,148,4.2,GRANO SECO
50,META,50226,CUMARAL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,13,252,1281,5.1,GRANO SECO
50,META,50330,MESETAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,0,200,1017,5.1,GRANO SECO
52,NARIÑO,52110,BUESACO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,152,90,270,3,GRANO SECO
52,NARIÑO,52411,LINARES,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,1050101,ZEA MAYS,2018A,100,130,390,3,GRANO SECO
