CÓD. DEP.,DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,GRUPO DE CULTIVO,SUBGRUPO DE CULTIVO,CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,CÓDIGO CULTIVO,NOMBRE CIENTIFICO,PERIODO,Área Sembrada(ha),Área Cosechada(ha),Producción(t),Rendimiento(t/ha),ESTADO FISICO PRODUCCION
15,BOYACA,15001,TUNJA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,134,0,0,0,GRANO SECO
15,BOYACA,15299,GARAGOA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,132,15,21,1.4,GRANO SECO
15,BOYACA,15774,SUSACON,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,120,4,3,0.8,GRANO SECO
15,BOYACA,15218,COVARACHIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,120,65,38,0.6,GRANO SECO
15,BOYACA,15755,SOCOTA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,112,0,0,0,GRANO SECO
15,BOYACA,15761,SOMONDOCO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,105,55,83,1.5,GRANO SECO
15,BOYACA,15599,RAMIRIQUI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,100,0,0,0,GRANO SECO
15,BOYACA,15632,SABOYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,100,0,0,0,GRANO SECO
15,BOYACA,15753,SOATA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,100,20,30,1.5,GRANO SECO
15,BOYACA,15814,TOCA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,100,70,161,2.3,GRANO SECO
15,BOYACA,15131,CALDAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,95,0,0,0,GRANO SECO
15,BOYACA,15835,TURMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,95,40,60,1.5,GRANO SECO
15,BOYACA,15176,CHIQUINQUIRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,90,0,0,0,GRANO SECO
15,BOYACA,15232,CHIQUIZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,90,48,58,1.2,GRANO SECO
15,BOYACA,15276,FLORESTA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,85,0,0,0,GRANO SECO
15,BOYACA,15798,TENZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,82,0,0,0,GRANO SECO
15,BOYACA,15425,MACANAL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,80,0,0,0,GRANO SECO
15,BOYACA,15180,CHISCAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,80,20,20,1,GRANO SECO
15,BOYACA,15367,JENESANO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,80,40,80,2,GRANO SECO
15,BOYACA,15790,TASCO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,75,0,0,0,GRANO SECO
15,BOYACA,15879,VIRACACHA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,70,0,0,0,GRANO SECO
15,BOYACA,15690,SANTA MARIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,68,59,88,1.5,GRANO SECO
15,BOYACA,15238,DUITAMA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,65,0,0,0,GRANO SECO
15,BOYACA,15022,ALMEIDA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,63,0,0,0,GRANO SECO
15,BOYACA,15681,SAN PABLO DE BORBUR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,60,0,0,0,GRANO SECO
15,BOYACA,15317,GUACAMAYAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,55,0,0,0,GRANO SECO
15,BOYACA,15377,LABRANZAGRANDE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,55,0,0,0,GRANO SECO
15,BOYACA,15757,SOCHA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,50,0,0,0,GRANO SECO
15,BOYACA,15476,MOTAVITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,50,25,13,0.5,GRANO SECO
15,BOYACA,15507,OTANCHE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,50,30,54,1.8,GRANO SECO
15,BOYACA,15212,COPER,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,50,45,81,1.8,GRANO SECO
15,BOYACA,15600,RAQUIRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,48,0,0,0,GRANO SECO
15,BOYACA,15806,TIBASOSA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,48,0,0,0,GRANO SECO
15,BOYACA,15842,UMBITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,48,0,0,0,GRANO SECO
15,BOYACA,15442,MARIPI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,47,17,17,1,GRANO SECO
15,BOYACA,15673,SAN MATEO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,45,0,0,0,GRANO SECO
15,BOYACA,15516,PAIPA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,43,0,0,0,GRANO SECO
15,BOYACA,15322,GUATEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,42,13,21,1.6,GRANO SECO
15,BOYACA,15693,SANTA ROSA DE VITERBO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,41,0,0,0,GRANO SECO
15,BOYACA,15114,BUSBANZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,0,0,0,GRANO SECO
15,BOYACA,15204,COMBITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,0,0,0,GRANO SECO
15,BOYACA,15332,GUICAN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,0,0,0,GRANO SECO
15,BOYACA,15494,NUEVO COLON,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,0,0,0,GRANO SECO
15,BOYACA,15759,SOGAMOSO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,0,0,0,GRANO SECO
15,BOYACA,15816,TOGUI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,0,0,0,GRANO SECO
15,BOYACA,15837,TUTA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,8,16,2,GRANO SECO
15,BOYACA,15135,CAMPOHERMOSO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,20,10,0.5,GRANO SECO
15,BOYACA,15293,GACHANTIVA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,20,40,2,GRANO SECO
15,BOYACA,15580,QUIPAMA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,25,50,2,GRANO SECO
15,BOYACA,15664,SAN JOSE DE PARE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,30,60,2,GRANO SECO
15,BOYACA,15572,PUERTO BOYACA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,193,483,2.5,GRANO SECO
15,BOYACA,15325,GUAYATA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,39,0,0,0,GRANO SECO
15,BOYACA,15185,CHITARAQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,37,35,70,2,GRANO SECO
15,BOYACA,15272,FIRAVITOBA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,32,0,0,0,GRANO SECO
15,BOYACA,15696,SANTA SOFIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,0,0,0,GRANO SECO
15,BOYACA,15187,CHIVATA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,5,4,0.8,GRANO SECO
15,BOYACA,15720,SATIVANORTE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,28,14,0.5,GRANO SECO
15,BOYACA,15455,MIRAFLORES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,20,24,1.2,GRANO SECO
15,BOYACA,15832,TUNUNGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,18,36,2,GRANO SECO
15,BOYACA,15480,MUZO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,24,50,2.1,GRANO SECO
15,BOYACA,15537,PAZ DE RIO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,30,45,1.5,GRANO SECO
15,BOYACA,15676,SAN MIGUEL DE SEMA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,350,613,1.8,GRANO SECO
15,BOYACA,15296,GAMEZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,28,0,0,0,GRANO SECO
15,BOYACA,15183,CHITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,28,26,52,2,GRANO SECO
15,BOYACA,15621,RONDON,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,26,28,56,2,GRANO SECO
15,BOYACA,15215,CORRALES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,25,0,0,0,GRANO SECO
15,BOYACA,15248,EL ESPINO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,25,8,8,1,GRANO SECO
15,BOYACA,15646,SAMACA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,25,30,38,1.3,GRANO SECO
15,BOYACA,15092,BETEITIVA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,23,0,0,0,GRANO SECO
15,BOYACA,15464,MONGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,20,0,0,0,GRANO SECO
15,BOYACA,15550,PISBA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,20,0,0,0,GRANO SECO
15,BOYACA,15686,SANTANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,20,0,0,0,GRANO SECO
15,BOYACA,15514,PAEZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,20,20,26,1.3,GRANO SECO
15,BOYACA,15723,SATIVASUR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,20,32,21,0.7,GRANO SECO
15,BOYACA,15223,CUBARA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,20,50,90,1.8,GRANO SECO
15,BOYACA,15224,CUCAITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,18,8,16,2,GRANO SECO
15,BOYACA,15660,SAN EDUARDO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,18,15,23,1.5,GRANO SECO
15,BOYACA,15403,LA UVITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,18,23,29,1.3,GRANO SECO
15,BOYACA,15090,BERBEO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,16,8,8,1,GRANO SECO
15,BOYACA,15087,BELEN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,15,0,0,0,GRANO SECO
15,BOYACA,15407,VILLA DE LEYVA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,15,0,0,0,GRANO SECO
15,BOYACA,15518,PAJARITO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,15,0,0,0,GRANO SECO
15,BOYACA,15808,TINJACA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,15,9,5,0.5,GRANO SECO
15,BOYACA,15106,BRICEÑO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,15,14,6,0.4,GRANO SECO
15,BOYACA,15776,SUTAMARCHAN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,15,10,20,2,GRANO SECO
15,BOYACA,15500,OICATA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,12,0,0,0,GRANO SECO
15,BOYACA,15820,TOPAGA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,12,0,0,0,GRANO SECO
15,BOYACA,15401,LA VICTORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,12,9,5,0.5,GRANO SECO
15,BOYACA,15104,BOYACA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,12,10,11,1.2,GRANO SECO
15,BOYACA,15172,CHINAVITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,10,0,0,0,GRANO SECO
15,BOYACA,15522,PANQUEBA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,10,0,0,0,GRANO SECO
15,BOYACA,15236,CHIVOR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,10,10,8,0.8,GRANO SECO
15,BOYACA,15051,ARCABUCO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,10,10,20,2,GRANO SECO
15,BOYACA,15368,JERICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,10,23,32,1.4,GRANO SECO
15,BOYACA,15511,PACHAVITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,9,5,4,0.8,GRANO SECO
15,BOYACA,15531,PAUNA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,7,13,16,1.2,GRANO SECO
15,BOYACA,15244,EL COCUY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,5,0,0,0,GRANO SECO
15,BOYACA,15542,PESCA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,4,0,0,0,GRANO SECO
15,BOYACA,15839,TUTAZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,1,14,11,0.8,GRANO SECO
15,BOYACA,15109,BUENAVISTA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,0,15,38,2.5,GRANO SECO
15,BOYACA,15763,SOTAQUIRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,0,125,225,1.8,GRANO SECO
17,CALDAS,17867,VICTORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,189,180,450,2.5,GRANO SECO
17,CALDAS,17050,ARANZAZU,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,35,37,1.1,GRANO SECO
17,CALDAS,17272,FILADELFIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,38,18,22,1.2,GRANO SECO
17,CALDAS,17380,LA DORADA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,0,0,0,GRANO SECO
17,CALDAS,17616,RISARALDA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,15,30,2,GRANO SECO
17,CALDAS,17013,AGUADAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,19,34,1.8,GRANO SECO
17,CALDAS,17001,MANIZALES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,25,7,9,1.2,GRANO SECO
17,CALDAS,17042,ANSERMA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,25,29,44,1.5,GRANO SECO
17,CALDAS,17614,RIOSUCIO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,19,13,37,2.8,GRANO SECO
17,CALDAS,17665,SAN JOSE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,15,7,9,1.4,GRANO SECO
17,CALDAS,17388,LA MERCED,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,15,24,60,2.5,GRANO SECO
17,CALDAS,17433,MANZANARES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,10,5,6,1.2,GRANO SECO
17,CALDAS,17873,VILLAMARIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,8,0,0,0,GRANO SECO
17,CALDAS,17446,MARULANDA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,8,25,28,1.1,GRANO SECO
17,CALDAS,17524,PALESTINA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,6,0,0,0,GRANO SECO
17,CALDAS,17653,SALAMINA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,6,4,9,2.2,GRANO SECO
17,CALDAS,17513,PACORA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,5,0,0,0,GRANO SECO
17,CALDAS,17877,VITERBO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,5,2,4,2,GRANO SECO
17,CALDAS,17174,CHINCHINA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,5,5,5,1,GRANO SECO
17,CALDAS,17777,SUPIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,4,4,7,1.8,GRANO SECO
17,CALDAS,17541,PENSILVANIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,1,0,0,0,GRANO SECO
17,CALDAS,17442,MARMATO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,0,10,5,0.5,GRANO SECO
17,CALDAS,17088,BELALCAZAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,0,10,25,2.5,GRANO SECO
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,4000,0,0,0,GRANO SECO
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,1400,1000,1200,1.2,GRANO SECO
18,CAQUETA,18460,MILAN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,320,220,385,1.8,GRANO SECO
18,CAQUETA,18029,ALBANIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,300,160,320,2,GRANO SECO
18,CAQUETA,18205,CURILLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,240,125,150,1.2,GRANO SECO
18,CAQUETA,18756,SOLANO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,230,120,120,1,GRANO SECO
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,200,200,200,1,GRANO SECO
18,CAQUETA,18410,MONTAÑITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,180,180,144,0.8,GRANO SECO
18,CAQUETA,18860,VALPARAISO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,150,140,140,1,GRANO SECO
18,CAQUETA,18785,SOLITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,125,90,225,2.5,GRANO SECO
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,86,74,185,2.5,GRANO SECO
18,CAQUETA,18001,FLORENCIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,80,40,40,1,GRANO SECO
18,CAQUETA,18247,EL DONCELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,40,26,26,1,GRANO SECO
18,CAQUETA,18479,MORELIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,4,4,8,2,GRANO SECO
85,CASANARE,85010,AGUAZUL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,400,0,0,0,GRANO SECO
85,CASANARE,85001,YOPAL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,260,160,288,1.8,GRANO SECO
85,CASANARE,85325,SAN LUIS DE PALENQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,180,265,597,2.3,GRANO SECO
85,CASANARE,85225,NUNCHIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,164,50,105,2.1,GRANO SECO
85,CASANARE,85162,MONTERREY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,135,120,180,1.5,GRANO SECO
85,CASANARE,85263,PORE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,120,52,130,2.5,GRANO SECO
85,CASANARE,85440,VILLANUEVA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,103,80,168,2.1,GRANO SECO
85,CASANARE,85250,PAZ DE ARIPORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,100,15,17,1.1,GRANO SECO
85,CASANARE,85125,HATO COROZAL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,80,30,37,1.2,GRANO SECO
85,CASANARE,85015,CHAMEZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,60,0,0,0,GRANO SECO
85,CASANARE,85279,RECETOR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,50,0,0,0,GRANO SECO
85,CASANARE,85139,MANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,50,30,60,2,GRANO SECO
85,CASANARE,85400,TAMARA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,45,0,0,0,GRANO SECO
85,CASANARE,85136,LA SALINA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,30,0,0,0,GRANO SECO
85,CASANARE,85300,SABANALARGA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,28,9,11,1.3,GRANO SECO
85,CASANARE,85315,SACAMA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,12,4,4,1,GRANO SECO
85,CASANARE,85410,TAURAMENA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,10,10,18,1.8,GRANO SECO
85,CASANARE,85230,OROCUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,0,120,120,1,GRANO SECO
19,CAUCA,19517,PAEZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,1907,1240,2700,2.2,GRANO SECO
19,CAUCA,19450,MERCADERES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,1850,550,666,1.2,GRANO SECO
19,CAUCA,19300,GUACHENE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,290,220,462,2.1,GRANO SECO
19,CAUCA,19318,GUAPI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,250,200,280,1.4,GRANO SECO
19,CAUCA,19701,SANTA ROSA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,215,273,491,1.8,GRANO SECO
19,CAUCA,19693,SAN SEBASTIAN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2017A,210,0,0,0,GRANO SECO
