"AREA_HA","CODIGO_VER","COD_DPTO","DESCRIPCIO","DPTOMPIO","FUENTE","NOMBRE_VER","NOMB_MPIO","NOM_DEP","OBJECTID","OBSERVACIO","SEUDONIMOS","VIGENCIA","cat","SEMESTRE","TMEAN"
876.674634072,17616023,17,"NULL",17616,"POT RISARALDA","MONTECRISTO","RISARALDA","CALDAS",10500,"",1,"2010",10358,"2018A",22.5340971593523
393.101919048,17777038,17,"NULL",17777,"DANE","SAN PABLO","SUPÍA","CALDAS",10357,"",1,"2010",10215,"2015A",22.2590511190515
393.101919048,17777038,17,"NULL",17777,"DANE","SAN PABLO","SUPÍA","CALDAS",10357,"",1,"2010",10215,"2015B",22.94691493922
393.101919048,17777038,17,"NULL",17777,"DANE","SAN PABLO","SUPÍA","CALDAS",10357,"",1,"2010",10215,"2016A",23.3555445793488
393.101919048,17777038,17,"NULL",17777,"DANE","SAN PABLO","SUPÍA","CALDAS",10357,"",1,"2010",10215,"2016B",20.4603366665558
393.101919048,17777038,17,"NULL",17777,"DANE","SAN PABLO","SUPÍA","CALDAS",10357,"",1,"2010",10215,"2017A",20.9381354321171
393.101919048,17777038,17,"NULL",17777,"DANE","SAN PABLO","SUPÍA","CALDAS",10357,"",1,"2010",10215,"2017B",20.456033885889
393.101919048,17777038,17,"NULL",17777,"DANE","SAN PABLO","SUPÍA","CALDAS",10357,"",1,"2010",10215,"2018A",21.6370805753658
348.747109277,17877005,17,"NULL",17877,"POT VITERBO","EL GRANADILLO","VITERBO","CALDAS",10283,"",1,"2010",10141,"2015A",24.3146530968926
348.747109277,17877005,17,"NULL",17877,"POT VITERBO","EL GRANADILLO","VITERBO","CALDAS",10283,"",1,"2010",10141,"2015B",24.874928102556
348.747109277,17877005,17,"NULL",17877,"POT VITERBO","EL GRANADILLO","VITERBO","CALDAS",10283,"",1,"2010",10141,"2016A",25.4928205978984
348.747109277,17877005,17,"NULL",17877,"POT VITERBO","EL GRANADILLO","VITERBO","CALDAS",10283,"",1,"2010",10141,"2016B",23.0307822500369
348.747109277,17877005,17,"NULL",17877,"POT VITERBO","EL GRANADILLO","VITERBO","CALDAS",10283,"",1,"2010",10141,"2017A",23.3802887761279
348.747109277,17877005,17,"NULL",17877,"POT VITERBO","EL GRANADILLO","VITERBO","CALDAS",10283,"",1,"2010",10141,"2017B",23.5857540846187
348.747109277,17877005,17,"NULL",17877,"POT VITERBO","EL GRANADILLO","VITERBO","CALDAS",10283,"",1,"2010",10141,"2018A",23.3631793806499
1083.4326584,17380007,17,"CON CENTRO POBLADO",17380,"PBOT LA DORADA","HORIZONTES","LA DORADA","CALDAS",10940,"",1,"2012",10798,"2015A",27.3114365414016
1083.4326584,17380007,17,"CON CENTRO POBLADO",17380,"PBOT LA DORADA","HORIZONTES","LA DORADA","CALDAS",10940,"",1,"2012",10798,"2015B",29.8015055853922
1083.4326584,17380007,17,"CON CENTRO POBLADO",17380,"PBOT LA DORADA","HORIZONTES","LA DORADA","CALDAS",10940,"",1,"2012",10798,"2016A",28.4888148760501
1083.4326584,17380007,17,"CON CENTRO POBLADO",17380,"PBOT LA DORADA","HORIZONTES","LA DORADA","CALDAS",10940,"",1,"2012",10798,"2016B",28.3630169978968
1083.4326584,17380007,17,"CON CENTRO POBLADO",17380,"PBOT LA DORADA","HORIZONTES","LA DORADA","CALDAS",10940,"",1,"2012",10798,"2017A",24.9415394576379
1083.4326584,17380007,17,"CON CENTRO POBLADO",17380,"PBOT LA DORADA","HORIZONTES","LA DORADA","CALDAS",10940,"",1,"2012",10798,"2017B",26.2898575387605
1083.4326584,17380007,17,"CON CENTRO POBLADO",17380,"PBOT LA DORADA","HORIZONTES","LA DORADA","CALDAS",10940,"",1,"2012",10798,"2018A",27.259184904332
250.731473896,17665016,17,"NULL",17665,"POT SAN JOSÉ","PINARES","SAN JOSÉ","CALDAS",10397,"",1,"2012",10255,"2015A",23.5880643693709
250.731473896,17665016,17,"NULL",17665,"POT SAN JOSÉ","PINARES","SAN JOSÉ","CALDAS",10397,"",1,"2012",10255,"2015B",23.9498585260797
250.731473896,17665016,17,"NULL",17665,"POT SAN JOSÉ","PINARES","SAN JOSÉ","CALDAS",10397,"",1,"2012",10255,"2016A",24.5619666127014
250.731473896,17665016,17,"NULL",17665,"POT SAN JOSÉ","PINARES","SAN JOSÉ","CALDAS",10397,"",1,"2012",10255,"2016B",22.664862452234
250.731473896,17665016,17,"NULL",17665,"POT SAN JOSÉ","PINARES","SAN JOSÉ","CALDAS",10397,"",1,"2012",10255,"2017A",22.6803081397505
250.731473896,17665016,17,"NULL",17665,"POT SAN JOSÉ","PINARES","SAN JOSÉ","CALDAS",10397,"",1,"2012",10255,"2017B",22.86500829683
250.731473896,17665016,17,"NULL",17665,"POT SAN JOSÉ","PINARES","SAN JOSÉ","CALDAS",10397,"",1,"2012",10255,"2018A",22.5373079281062
884.56983988,17042017,17,"VEREDAS OBTENIDAS DE INFO EXTERNA",17042,"POT ANSERMA","EL PARAISO","ANSERMA","CALDAS",11080,"",1,"INDF",10938,"2015A",23.0337822009591
884.56983988,17042017,17,"VEREDAS OBTENIDAS DE INFO EXTERNA",17042,"POT ANSERMA","EL PARAISO","ANSERMA","CALDAS",11080,"",1,"INDF",10938,"2015B",24.3723977372072
884.56983988,17042017,17,"VEREDAS OBTENIDAS DE INFO EXTERNA",17042,"POT ANSERMA","EL PARAISO","ANSERMA","CALDAS",11080,"",1,"INDF",10938,"2016A",24.2770229658313
884.56983988,17042017,17,"VEREDAS OBTENIDAS DE INFO EXTERNA",17042,"POT ANSERMA","EL PARAISO","ANSERMA","CALDAS",11080,"",1,"INDF",10938,"2016B",22.7214662994881
884.56983988,17042017,17,"VEREDAS OBTENIDAS DE INFO EXTERNA",17042,"POT ANSERMA","EL PARAISO","ANSERMA","CALDAS",11080,"",1,"INDF",10938,"2017A",21.9934350240588
884.56983988,17042017,17,"VEREDAS OBTENIDAS DE INFO EXTERNA",17042,"POT ANSERMA","EL PARAISO","ANSERMA","CALDAS",11080,"",1,"INDF",10938,"2017B",22.5766282029697
884.56983988,17042017,17,"VEREDAS OBTENIDAS DE INFO EXTERNA",17042,"POT ANSERMA","EL PARAISO","ANSERMA","CALDAS",11080,"",1,"INDF",10938,"2018A",22.5948918984747
2084.86019959,17388001,17,"NULL",17388,"ESRI","CHUSPA","LA MERCED","CALDAS",10937,"",1,"INDF",10795,"2015A",23.6951668055084
2084.86019959,17388001,17,"NULL",17388,"ESRI","CHUSPA","LA MERCED","CALDAS",10937,"",1,"INDF",10795,"2015B",24.6225166944385
2084.86019959,17388001,17,"NULL",17388,"ESRI","CHUSPA","LA MERCED","CALDAS",10937,"",1,"INDF",10795,"2016A",25.1930290693009
2084.86019959,17388001,17,"NULL",17388,"ESRI","CHUSPA","LA MERCED","CALDAS",10937,"",1,"INDF",10795,"2016B",22.9942807982171
2084.86019959,17388001,17,"NULL",17388,"ESRI","CHUSPA","LA MERCED","CALDAS",10937,"",1,"INDF",10795,"2017A",22.3368764259324
2084.86019959,17388001,17,"NULL",17388,"ESRI","CHUSPA","LA MERCED","CALDAS",10937,"",1,"INDF",10795,"2017B",22.0947187823345
2084.86019959,17388001,17,"NULL",17388,"ESRI","CHUSPA","LA MERCED","CALDAS",10937,"",1,"INDF",10795,"2018A",23.0852981600462
717.317882529,17442005,17,"NULL",17442,"ESRI","SAN JUAN","MARMATO","CALDAS",10888,"",1,"INDF",10746,"2015A",23.3653165736554
717.317882529,17442005,17,"NULL",17442,"ESRI","SAN JUAN","MARMATO","CALDAS",10888,"",1,"INDF",10746,"2015B",23.6162909783073
717.317882529,17442005,17,"NULL",17442,"ESRI","SAN JUAN","MARMATO","CALDAS",10888,"",1,"INDF",10746,"2016A",24.3585590361113
717.317882529,17442005,17,"NULL",17442,"ESRI","SAN JUAN","MARMATO","CALDAS",10888,"",1,"INDF",10746,"2016B",21.9713723481239
717.317882529,17442005,17,"NULL",17442,"ESRI","SAN JUAN","MARMATO","CALDAS",10888,"",1,"INDF",10746,"2017A",21.6616627622416
717.317882529,17442005,17,"NULL",17442,"ESRI","SAN JUAN","MARMATO","CALDAS",10888,"",1,"INDF",10746,"2017B",21.3924381091869
717.317882529,17442005,17,"NULL",17442,"ESRI","SAN JUAN","MARMATO","CALDAS",10888,"",1,"INDF",10746,"2018A",23.3538685333693
2856.61709444,17446006,17,"NULL",17446,"DANE - ESRI","LA LAGUNA","MARULANDA","CALDAS",10831,"",1,"INDF",10689,"2015A",12.2506246907926
2856.61709444,17446006,17,"NULL",17446,"DANE - ESRI","LA LAGUNA","MARULANDA","CALDAS",10831,"",1,"INDF",10689,"2015B",13.4375061233938
2856.61709444,17446006,17,"NULL",17446,"DANE - ESRI","LA LAGUNA","MARULANDA","CALDAS",10831,"",1,"INDF",10689,"2016A",12.7488600858201
2856.61709444,17446006,17,"NULL",17446,"DANE - ESRI","LA LAGUNA","MARULANDA","CALDAS",10831,"",1,"INDF",10689,"2016B",10.4347833697792
2856.61709444,17446006,17,"NULL",17446,"DANE - ESRI","LA LAGUNA","MARULANDA","CALDAS",10831,"",1,"INDF",10689,"2017A",10.8644423680786
2856.61709444,17446006,17,"NULL",17446,"DANE - ESRI","LA LAGUNA","MARULANDA","CALDAS",10831,"",1,"INDF",10689,"2017B",10.581777815433
2856.61709444,17446006,17,"NULL",17446,"DANE - ESRI","LA LAGUNA","MARULANDA","CALDAS",10831,"",1,"INDF",10689,"2018A",10.5298699863152
327.433463809,17614047,17,"NULL",17614,"ESRI","FLORENCIA","RIOSUCIO","CALDAS",10532,"",1,"INDF",10390,"2015A",17.9042266564126
327.433463809,17614047,17,"NULL",17614,"ESRI","FLORENCIA","RIOSUCIO","CALDAS",10532,"",1,"INDF",10390,"2015B",18.4130962486252
327.433463809,17614047,17,"NULL",17614,"ESRI","FLORENCIA","RIOSUCIO","CALDAS",10532,"",1,"INDF",10390,"2016A",18.1138351454653
327.433463809,17614047,17,"NULL",17614,"ESRI","FLORENCIA","RIOSUCIO","CALDAS",10532,"",1,"INDF",10390,"2016B",15.2620969388257
327.433463809,17614047,17,"NULL",17614,"ESRI","FLORENCIA","RIOSUCIO","CALDAS",10532,"",1,"INDF",10390,"2017A",16.360241356207
327.433463809,17614047,17,"NULL",17614,"ESRI","FLORENCIA","RIOSUCIO","CALDAS",10532,"",1,"INDF",10390,"2017B",16.3136590708141
327.433463809,17614047,17,"NULL",17614,"ESRI","FLORENCIA","RIOSUCIO","CALDAS",10532,"",1,"INDF",10390,"2018A",16.1029622952865
2167.97631133,17662016,17,"NULL",17662,"ESRI","CALIFORNIA","SAMANÁ","CALDAS",10416,"",1,"INDF",10274,"2015A",23.0772726719561
2167.97631133,17662016,17,"NULL",17662,"ESRI","CALIFORNIA","SAMANÁ","CALDAS",10416,"",1,"INDF",10274,"2015B",23.3879581027092
2167.97631133,17662016,17,"NULL",17662,"ESRI","CALIFORNIA","SAMANÁ","CALDAS",10416,"",1,"INDF",10274,"2016A",23.1465847564495
2167.97631133,17662016,17,"NULL",17662,"ESRI","CALIFORNIA","SAMANÁ","CALDAS",10416,"",1,"INDF",10274,"2016B",23.6286501811347
2167.97631133,17662016,17,"NULL",17662,"ESRI","CALIFORNIA","SAMANÁ","CALDAS",10416,"",1,"INDF",10274,"2017A",21.3508874771304
2167.97631133,17662016,17,"NULL",17662,"ESRI","CALIFORNIA","SAMANÁ","CALDAS",10416,"",1,"INDF",10274,"2017B",22.2117132132094
2167.97631133,17662016,17,"NULL",17662,"ESRI","CALIFORNIA","SAMANÁ","CALDAS",10416,"",1,"INDF",10274,"2018A",23.3224081185392
4536.38794054,27580007,27,"NULL",27580,"EOT RÍO IRÓ","VIRO VIRO","RÍO IRÓ","CHOCÓ",156,"",1,"2000",150,"2015A",24.4916783067655
4536.38794054,27580007,27,"NULL",27580,"EOT RÍO IRÓ","VIRO VIRO","RÍO IRÓ","CHOCÓ",156,"",1,"2000",150,"2015B",21.8711845006826
4536.38794054,27580007,27,"NULL",27580,"EOT RÍO IRÓ","VIRO VIRO","RÍO IRÓ","CHOCÓ",156,"",1,"2000",150,"2016A",22.0895723956016
4536.38794054,27580007,27,"NULL",27580,"EOT RÍO IRÓ","VIRO VIRO","RÍO IRÓ","CHOCÓ",156,"",1,"2000",150,"2016B",22.6664130349715
4536.38794054,27580007,27,"NULL",27580,"EOT RÍO IRÓ","VIRO VIRO","RÍO IRÓ","CHOCÓ",156,"",1,"2000",150,"2017A",23.0205936866312
4536.38794054,27580007,27,"NULL",27580,"EOT RÍO IRÓ","VIRO VIRO","RÍO IRÓ","CHOCÓ",156,"",1,"2000",150,"2017B",23.0739289130915
4536.38794054,27580007,27,"NULL",27580,"EOT RÍO IRÓ","VIRO VIRO","RÍO IRÓ","CHOCÓ",156,"",1,"2000",150,"2018A",23.7671737860264
1077.10728515,27810006,27,"CON CENTRO POBLADO",27810,"ESRI","SAN PABLO ADENTRO","UNIÓN PANAMERICANA","CHOCÓ",1,"",1,"2010",1,"2015A",20.6503703703704
1077.10728515,27810006,27,"CON CENTRO POBLADO",27810,"ESRI","SAN PABLO ADENTRO","UNIÓN PANAMERICANA","CHOCÓ",1,"",1,"2010",1,"2015B",24.0644458128079
1077.10728515,27810006,27,"CON CENTRO POBLADO",27810,"ESRI","SAN PABLO ADENTRO","UNIÓN PANAMERICANA","CHOCÓ",1,"",1,"2010",1,"2016A",NA
1077.10728515,27810006,27,"CON CENTRO POBLADO",27810,"ESRI","SAN PABLO ADENTRO","UNIÓN PANAMERICANA","CHOCÓ",1,"",1,"2010",1,"2016B",22.2340363498675
1077.10728515,27810006,27,"CON CENTRO POBLADO",27810,"ESRI","SAN PABLO ADENTRO","UNIÓN PANAMERICANA","CHOCÓ",1,"",1,"2010",1,"2017A",24.8910514744777
1077.10728515,27810006,27,"CON CENTRO POBLADO",27810,"ESRI","SAN PABLO ADENTRO","UNIÓN PANAMERICANA","CHOCÓ",1,"",1,"2010",1,"2017B",24.4262897877984
1077.10728515,27810006,27,"CON CENTRO POBLADO",27810,"ESRI","SAN PABLO ADENTRO","UNIÓN PANAMERICANA","CHOCÓ",1,"",1,"2010",1,"2018A",25.1743531798066
6330.65449263,27205002,27,"NULL",27205,"CODIGO POSTAL","273038","CONDOTO","CHOCÓ",567,"",1,"2013",554,"2015A",24.4295485471085
6330.65449263,27205002,27,"NULL",27205,"CODIGO POSTAL","273038","CONDOTO","CHOCÓ",567,"",1,"2013",554,"2015B",22.6379816253771
6330.65449263,27205002,27,"NULL",27205,"CODIGO POSTAL","273038","CONDOTO","CHOCÓ",567,"",1,"2013",554,"2016A",21.9330420369186
6330.65449263,27205002,27,"NULL",27205,"CODIGO POSTAL","273038","CONDOTO","CHOCÓ",567,"",1,"2013",554,"2016B",23.0287804005209
6330.65449263,27205002,27,"NULL",27205,"CODIGO POSTAL","273038","CONDOTO","CHOCÓ",567,"",1,"2013",554,"2017A",23.0706677315616
6330.65449263,27205002,27,"NULL",27205,"CODIGO POSTAL","273038","CONDOTO","CHOCÓ",567,"",1,"2013",554,"2017B",23.1003214891184
6330.65449263,27205002,27,"NULL",27205,"CODIGO POSTAL","273038","CONDOTO","CHOCÓ",567,"",1,"2013",554,"2018A",24.052744431717
247692.956462,27250001,27,"NULL",27250,"CODIGO POSTAL","275057","EL LITORAL DEL SAN JUAN","CHOCÓ",538,"",1,"2013",527,"2015A",20.355811113315
247692.956462,27250001,27,"NULL",27250,"CODIGO POSTAL","275057","EL LITORAL DEL SAN JUAN","CHOCÓ",538,"",1,"2013",527,"2015B",22.1089168344103
247692.956462,27250001,27,"NULL",27250,"CODIGO POSTAL","275057","EL LITORAL DEL SAN JUAN","CHOCÓ",538,"",1,"2013",527,"2016A",23.1299195696276
247692.956462,27250001,27,"NULL",27250,"CODIGO POSTAL","275057","EL LITORAL DEL SAN JUAN","CHOCÓ",538,"",1,"2013",527,"2016B",21.6890493244716
247692.956462,27250001,27,"NULL",27250,"CODIGO POSTAL","275057","EL LITORAL DEL SAN JUAN","CHOCÓ",538,"",1,"2013",527,"2017A",23.3274873919152
247692.956462,27250001,27,"NULL",27250,"CODIGO POSTAL","275057","EL LITORAL DEL SAN JUAN","CHOCÓ",538,"",1,"2013",527,"2017B",20.9176186727365
247692.956462,27250001,27,"NULL",27250,"CODIGO POSTAL","275057","EL LITORAL DEL SAN JUAN","CHOCÓ",538,"",1,"2013",527,"2018A",23.1733337234461
77577.7545352,27491003,27,"NULL",27491,"CODIGO POSTAL","273058","NÓVITA","CHOCÓ",34247,"",1,"2013",33071,"2015A",22.7940142989912
77577.7545352,27491003,27,"NULL",27491,"CODIGO POSTAL","273058","NÓVITA","CHOCÓ",34247,"",1,"2013",33071,"2015B",21.3342408117339
77577.7545352,27491003,27,"NULL",27491,"CODIGO POSTAL","273058","NÓVITA","CHOCÓ",34247,"",1,"2013",33071,"2016A",23.4054122776844
77577.7545352,27491003,27,"NULL",27491,"CODIGO POSTAL","273058","NÓVITA","CHOCÓ",34247,"",1,"2013",33071,"2016B",22.3508520520051
77577.7545352,27491003,27,"NULL",27491,"CODIGO POSTAL","273058","NÓVITA","CHOCÓ",34247,"",1,"2013",33071,"2017A",22.9292006799816
77577.7545352,27491003,27,"NULL",27491,"CODIGO POSTAL","273058","NÓVITA","CHOCÓ",34247,"",1,"2013",33071,"2017B",23.678240904387
77577.7545352,27491003,27,"NULL",27491,"CODIGO POSTAL","273058","NÓVITA","CHOCÓ",34247,"",1,"2013",33071,"2018A",23.3125162653619
62052.8785873,27745002,27,"NULL",27745,"CODIGO POSTAL","274058","SIPÍ","CHOCÓ",27,"",1,"2013",25,"2015A",20.5543318748312
62052.8785873,27745002,27,"NULL",27745,"CODIGO POSTAL","274058","SIPÍ","CHOCÓ",27,"",1,"2013",25,"2015B",21.9471867235037
62052.8785873,27745002,27,"NULL",27745,"CODIGO POSTAL","274058","SIPÍ","CHOCÓ",27,"",1,"2013",25,"2016A",22.0520283194424
62052.8785873,27745002,27,"NULL",27745,"CODIGO POSTAL","274058","SIPÍ","CHOCÓ",27,"",1,"2013",25,"2016B",20.809576581253
62052.8785873,27745002,27,"NULL",27745,"CODIGO POSTAL","274058","SIPÍ","CHOCÓ",27,"",1,"2013",25,"2017A",21.2411883081997
62052.8785873,27745002,27,"NULL",27745,"CODIGO POSTAL","274058","SIPÍ","CHOCÓ",27,"",1,"2013",25,"2017B",19.5732407610808
62052.8785873,27745002,27,"NULL",27745,"CODIGO POSTAL","274058","SIPÍ","CHOCÓ",27,"",1,"2013",25,"2018A",21.3110629471254
68363.7271012,27660001,27,"NULL",27660,"IGAC 2016","SIN DEFINIR","SAN JOSÉ DEL PALMAR","CHOCÓ",29,"CAPTURADO DE LA CAPA DE VEREDA DEL IGAC",1,"2017",26,"2015A",18.3121415052289
68363.7271012,27660001,27,"NULL",27660,"IGAC 2016","SIN DEFINIR","SAN JOSÉ DEL PALMAR","CHOCÓ",29,"CAPTURADO DE LA CAPA DE VEREDA DEL IGAC",1,"2017",26,"2015B",18.1231451155853
68363.7271012,27660001,27,"NULL",27660,"IGAC 2016","SIN DEFINIR","SAN JOSÉ DEL PALMAR","CHOCÓ",29,"CAPTURADO DE LA CAPA DE VEREDA DEL IGAC",1,"2017",26,"2016A",17.5374236835623
68363.7271012,27660001,27,"NULL",27660,"IGAC 2016","SIN DEFINIR","SAN JOSÉ DEL PALMAR","CHOCÓ",29,"CAPTURADO DE LA CAPA DE VEREDA DEL IGAC",1,"2017",26,"2016B",17.8051812440484
68363.7271012,27660001,27,"NULL",27660,"IGAC 2016","SIN DEFINIR","SAN JOSÉ DEL PALMAR","CHOCÓ",29,"CAPTURADO DE LA CAPA DE VEREDA DEL IGAC",1,"2017",26,"2017A",17.6259979138608
68363.7271012,27660001,27,"NULL",27660,"IGAC 2016","SIN DEFINIR","SAN JOSÉ DEL PALMAR","CHOCÓ",29,"CAPTURADO DE LA CAPA DE VEREDA DEL IGAC",1,"2017",26,"2017B",17.2308988969505
68363.7271012,27660001,27,"NULL",27660,"IGAC 2016","SIN DEFINIR","SAN JOSÉ DEL PALMAR","CHOCÓ",29,"CAPTURADO DE LA CAPA DE VEREDA DEL IGAC",1,"2017",26,"2018A",17.4999666579278
1515.05030369,27001201,27,"NULL",27001,"ESRI","SIN DEFINIR","QUIBDÓ","CHOCÓ",1342,"",1,"INDF",1323,"2015A",18.3121415052289
1515.05030369,27001201,27,"NULL",27001,"ESRI","SIN DEFINIR","QUIBDÓ","CHOCÓ",1342,"",1,"INDF",1323,"2015B",18.1231451155853
1515.05030369,27001201,27,"NULL",27001,"ESRI","SIN DEFINIR","QUIBDÓ","CHOCÓ",1342,"",1,"INDF",1323,"2016A",17.5374236835623
1515.05030369,27001201,27,"NULL",27001,"ESRI","SIN DEFINIR","QUIBDÓ","CHOCÓ",1342,"",1,"INDF",1323,"2016B",17.8051812440484
1515.05030369,27001201,27,"NULL",27001,"ESRI","SIN DEFINIR","QUIBDÓ","CHOCÓ",1342,"",1,"INDF",1323,"2017A",17.6259979138608
1515.05030369,27001201,27,"NULL",27001,"ESRI","SIN DEFINIR","QUIBDÓ","CHOCÓ",1342,"",1,"INDF",1323,"2017B",17.2308988969505
1515.05030369,27001201,27,"NULL",27001,"ESRI","SIN DEFINIR","QUIBDÓ","CHOCÓ",1342,"",1,"INDF",1323,"2018A",17.4999666579278
1820.47123258,27006038,27,"NULL",27006,"ESRI","SIN DEFINIR","ACANDÍ","CHOCÓ",1302,"",1,"INDF",1283,"2015A",24.5346036802027
1820.47123258,27006038,27,"NULL",27006,"ESRI","SIN DEFINIR","ACANDÍ","CHOCÓ",1302,"",1,"INDF",1283,"2015B",24.7760074535546
1820.47123258,27006038,27,"NULL",27006,"ESRI","SIN DEFINIR","ACANDÍ","CHOCÓ",1302,"",1,"INDF",1283,"2016A",25.2972670117434
1820.47123258,27006038,27,"NULL",27006,"ESRI","SIN DEFINIR","ACANDÍ","CHOCÓ",1302,"",1,"INDF",1283,"2016B",24.3683733789394
1820.47123258,27006038,27,"NULL",27006,"ESRI","SIN DEFINIR","ACANDÍ","CHOCÓ",1302,"",1,"INDF",1283,"2017A",24.1278211955698
1820.47123258,27006038,27,"NULL",27006,"ESRI","SIN DEFINIR","ACANDÍ","CHOCÓ",1302,"",1,"INDF",1283,"2017B",24.3953766307318
1820.47123258,27006038,27,"NULL",27006,"ESRI","SIN DEFINIR","ACANDÍ","CHOCÓ",1302,"",1,"INDF",1283,"2018A",24.0104769428919
1807.08733191,27025117,27,"NULL",27025,"ESRI","SIN DEFINIR","ALTO BAUDÓ","CHOCÓ",1187,"",1,"INDF",1169,"2015A",24.4199204905984
1807.08733191,27025117,27,"NULL",27025,"ESRI","SIN DEFINIR","ALTO BAUDÓ","CHOCÓ",1187,"",1,"INDF",1169,"2015B",23.8815421563724
1807.08733191,27025117,27,"NULL",27025,"ESRI","SIN DEFINIR","ALTO BAUDÓ","CHOCÓ",1187,"",1,"INDF",1169,"2016A",24.272523311217
1807.08733191,27025117,27,"NULL",27025,"ESRI","SIN DEFINIR","ALTO BAUDÓ","CHOCÓ",1187,"",1,"INDF",1169,"2016B",22.9258691944876
1807.08733191,27025117,27,"NULL",27025,"ESRI","SIN DEFINIR","ALTO BAUDÓ","CHOCÓ",1187,"",1,"INDF",1169,"2017A",24.2567594210364
1807.08733191,27025117,27,"NULL",27025,"ESRI","SIN DEFINIR","ALTO BAUDÓ","CHOCÓ",1187,"",1,"INDF",1169,"2017B",24.1549664222667
1807.08733191,27025117,27,"NULL",27025,"ESRI","SIN DEFINIR","ALTO BAUDÓ","CHOCÓ",1187,"",1,"INDF",1169,"2018A",24.3017663588757
7194.10650107,27050005,27,"NULL",27050,"IGAC","PUENTE DE PAIMADÓ","ATRATO","CHOCÓ",1177,"",1,"INDF",1160,"2015A",24.3135352506438
7194.10650107,27050005,27,"NULL",27050,"IGAC","PUENTE DE PAIMADÓ","ATRATO","CHOCÓ",1177,"",1,"INDF",1160,"2015B",24.682697707216
7194.10650107,27050005,27,"NULL",27050,"IGAC","PUENTE DE PAIMADÓ","ATRATO","CHOCÓ",1177,"",1,"INDF",1160,"2016A",22.243401856764
7194.10650107,27050005,27,"NULL",27050,"IGAC","PUENTE DE PAIMADÓ","ATRATO","CHOCÓ",1177,"",1,"INDF",1160,"2016B",22.560545163424
7194.10650107,27050005,27,"NULL",27050,"IGAC","PUENTE DE PAIMADÓ","ATRATO","CHOCÓ",1177,"",1,"INDF",1160,"2017A",23.5062538552064
7194.10650107,27050005,27,"NULL",27050,"IGAC","PUENTE DE PAIMADÓ","ATRATO","CHOCÓ",1177,"",1,"INDF",1160,"2017B",22.3681135034197
7194.10650107,27050005,27,"NULL",27050,"IGAC","PUENTE DE PAIMADÓ","ATRATO","CHOCÓ",1177,"",1,"INDF",1160,"2018A",24.573823831391
15108.2274049,27073005,27,"NULL",27073,"ESRI","SIN DEFINIR","BAGADÓ","CHOCÓ",1173,"",1,"INDF",1157,"2015A",19.2281359740243
15108.2274049,27073005,27,"NULL",27073,"ESRI","SIN DEFINIR","BAGADÓ","CHOCÓ",1173,"",1,"INDF",1157,"2015B",18.5100835489543
15108.2274049,27073005,27,"NULL",27073,"ESRI","SIN DEFINIR","BAGADÓ","CHOCÓ",1173,"",1,"INDF",1157,"2016A",17.0524418539377
15108.2274049,27073005,27,"NULL",27073,"ESRI","SIN DEFINIR","BAGADÓ","CHOCÓ",1173,"",1,"INDF",1157,"2016B",19.2943917742187
15108.2274049,27073005,27,"NULL",27073,"ESRI","SIN DEFINIR","BAGADÓ","CHOCÓ",1173,"",1,"INDF",1157,"2017A",19.0767380891354
15108.2274049,27073005,27,"NULL",27073,"ESRI","SIN DEFINIR","BAGADÓ","CHOCÓ",1173,"",1,"INDF",1157,"2017B",17.7553912611807
15108.2274049,27073005,27,"NULL",27073,"ESRI","SIN DEFINIR","BAGADÓ","CHOCÓ",1173,"",1,"INDF",1157,"2018A",18.4337457837034
1052.21524722,27075050,27,"NULL",27075,"ESRI","SIN DEFINIR","BAHÍA SOLANO","CHOCÓ",1119,"",1,"INDF",1103,"2015A",24.1619995807577
1052.21524722,27075050,27,"NULL",27075,"ESRI","SIN DEFINIR","BAHÍA SOLANO","CHOCÓ",1119,"",1,"INDF",1103,"2015B",24.0554641775176
1052.21524722,27075050,27,"NULL",27075,"ESRI","SIN DEFINIR","BAHÍA SOLANO","CHOCÓ",1119,"",1,"INDF",1103,"2016A",24.6142731480276
1052.21524722,27075050,27,"NULL",27075,"ESRI","SIN DEFINIR","BAHÍA SOLANO","CHOCÓ",1119,"",1,"INDF",1103,"2016B",22.2259328429566
1052.21524722,27075050,27,"NULL",27075,"ESRI","SIN DEFINIR","BAHÍA SOLANO","CHOCÓ",1119,"",1,"INDF",1103,"2017A",23.6355329993306
1052.21524722,27075050,27,"NULL",27075,"ESRI","SIN DEFINIR","BAHÍA SOLANO","CHOCÓ",1119,"",1,"INDF",1103,"2017B",22.7852819438755
1052.21524722,27075050,27,"NULL",27075,"ESRI","SIN DEFINIR","BAHÍA SOLANO","CHOCÓ",1119,"",1,"INDF",1103,"2018A",24.1234247072275
1853.75484837,27077021,27,"NULL",27077,"ESRI","SIN DEFINIR","BAJO BAUDÓ","CHOCÓ",857,"",1,"INDF",841,"2015A",23.6160887413274
1853.75484837,27077021,27,"NULL",27077,"ESRI","SIN DEFINIR","BAJO BAUDÓ","CHOCÓ",857,"",1,"INDF",841,"2015B",24.6448606895496
1853.75484837,27077021,27,"NULL",27077,"ESRI","SIN DEFINIR","BAJO BAUDÓ","CHOCÓ",857,"",1,"INDF",841,"2016A",23.9236796755545
