"Indice" "Escenario" "Region"
0.133057128359959 "RCP 4.5" "Caribe"
-1.55781963357175 "RCP 8.5" "Caribe"
0.242789747485931 "RCP 4.5" "Pacifico"
-3.60033939044557 "RCP 8.5" "Pacifico"
0.478736131281053 "RCP 4.5" "Andina"
-0.996315408344208 "RCP 8.5" "Andina"
0.982527453209258 "RCP 4.5" "Llanos"
-1.29025747449132 "RCP 8.5" "Llanos"
2.272048678349 "RCP 4.5" "Amazonas"
0.756814541709764 "RCP 8.5" "Amazonas"
