"Indice" "Escenario" "Region"
5.13325788935444 "RCP 4.5" "Caribe"
17.3737712238255 "RCP 8.5" "Caribe"
-0.268810360300332 "RCP 4.5" "Pacifico"
1.88556455849648 "RCP 8.5" "Pacifico"
0.10485050872 "RCP 4.5" "Andina"
2.58169078539773 "RCP 8.5" "Andina"
1.61108038781246 "RCP 4.5" "Llanos"
4.17863698039574 "RCP 8.5" "Llanos"
-1.09839500191635 "RCP 4.5" "Amazonas"
-0.17849962797333 "RCP 8.5" "Amazonas"
