"Indice" "Escenario" "Region"
0.272865837364682 "RCP 4.5" "Caribe"
0.249516675192051 "RCP 8.5" "Caribe"
1.70165401497965 "RCP 4.5" "Pacifico"
2.1116067952677 "RCP 8.5" "Pacifico"
0.869783440160107 "RCP 4.5" "Andina"
1.15083904178662 "RCP 8.5" "Andina"
1.1127061171285 "RCP 4.5" "Llanos"
1.20424288470144 "RCP 8.5" "Llanos"
1.61264729235339 "RCP 4.5" "Amazonas"
1.86863147218086 "RCP 8.5" "Amazonas"
